Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
WASHINGTON BLVD.,39.27207,-76.65016,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Lead_Total,Martel,0.7,ug/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,2.41,mg/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,pH,WQM Field,8.5,pH units,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Suspended Solids,BRWWTP Lab,3.4,mg/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,TKN,BRWWTP Lab,0.684,mg/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Total Coliform,PWWTP Lab,50000,MPN/100ml,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Total Phosphorus,BRWWTP Lab,0.083,mg/L,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Water Temperature,WQM Field,24.46,degrees Celsius,7/5/2005 10:52
WASHINGTON BLVD.,39.27207,-76.65016,Zinc_Total,Martel,24,ug/L,7/5/2005 10:52
WARNER & ALLUVION,39.27412,-76.62541,Chlorine_Spec,WQM Field,0.09,mg/L,7/6/2005 8:41
WARNER & ALLUVION,39.27412,-76.62541,Conductivity,WQM Field,892,umhos,7/6/2005 8:41
WARNER & ALLUVION,39.27412,-76.62541,Dissolved Oxygen,WQM Field,5.56,mg/L,7/6/2005 8:41
WARNER & ALLUVION,39.27412,-76.62541,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,7/6/2005 8:41
WARNER & ALLUVION,39.27412,-76.62541,pH,WQM Field,7.58,pH units,7/6/2005 8:41
WARNER & ALLUVION,39.27412,-76.62541,Water Temperature,WQM Field,25.15,degrees Celsius,7/6/2005 8:41
WATERVIEW AVE.,39.258,-76.63258,Chlorine_Spec,WQM Field,0.21,mg/L,7/6/2005 8:59
WATERVIEW AVE.,39.258,-76.63258,Conductivity,WQM Field,752,umhos,7/6/2005 8:59
WATERVIEW AVE.,39.258,-76.63258,Dissolved Oxygen,WQM Field,6.82,mg/L,7/6/2005 8:59
WATERVIEW AVE.,39.258,-76.63258,Hach Ammonia-Nitrogen,WQM Field,0.22,mg/L,7/6/2005 8:59
WATERVIEW AVE.,39.258,-76.63258,pH,WQM Field,6.89,pH units,7/6/2005 8:59
WATERVIEW AVE.,39.258,-76.63258,Water Temperature,WQM Field,21.16,degrees Celsius,7/6/2005 8:59
BANCROFT RD.,39.36559,-76.69292,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 9:00
BANCROFT RD.,39.36559,-76.69292,Conductivity,WQM Field,394,umhos,7/6/2005 9:00
BANCROFT RD.,39.36559,-76.69292,Dissolved Oxygen,WQM Field,7.57,mg/L,7/6/2005 9:00
BANCROFT RD.,39.36559,-76.69292,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 9:00
BANCROFT RD.,39.36559,-76.69292,pH,WQM Field,7.43,pH units,7/6/2005 9:00
BANCROFT RD.,39.36559,-76.69292,Water Temperature,WQM Field,22.67,degrees Celsius,7/6/2005 9:00
REEDBIRD AVE.,39.24449,-76.61429,Chlorine_Spec,WQM Field,0.05,mg/L,7/6/2005 9:08
REEDBIRD AVE.,39.24449,-76.61429,Conductivity,WQM Field,4902,umhos,7/6/2005 9:08
REEDBIRD AVE.,39.24449,-76.61429,Dissolved Oxygen,WQM Field,5.11,mg/L,7/6/2005 9:08
REEDBIRD AVE.,39.24449,-76.61429,Hach Ammonia-Nitrogen,WQM Field,0.18,mg/L,7/6/2005 9:08
REEDBIRD AVE.,39.24449,-76.61429,pH,WQM Field,7.3,pH units,7/6/2005 9:08
REEDBIRD AVE.,39.24449,-76.61429,Water Temperature,WQM Field,27.23,degrees Celsius,7/6/2005 9:08
WESTERN RUN,39.36775,-76.6491,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 9:15
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Field,288,umhos,7/6/2005 9:15
WESTERN RUN,39.36775,-76.6491,Dissolved Oxygen,WQM Field,8.9,mg/L,7/6/2005 9:15
WESTERN RUN,39.36775,-76.6491,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 9:15
WESTERN RUN,39.36775,-76.6491,pH,WQM Field,7.9,pH units,7/6/2005 9:15
WESTERN RUN,39.36775,-76.6491,Water Temperature,WQM Field,22.72,degrees Celsius,7/6/2005 9:15
SMITH AVE.,39.36782,-76.6487,Chlorine_Spec,WQM Field,0.03,mg/L,7/6/2005 9:17
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Field,471.6,umhos,7/6/2005 9:17
SMITH AVE.,39.36782,-76.6487,Dissolved Oxygen,WQM Field,7.71,mg/L,7/6/2005 9:17
SMITH AVE.,39.36782,-76.6487,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,7/6/2005 9:17
SMITH AVE.,39.36782,-76.6487,pH,WQM Field,7.74,pH units,7/6/2005 9:17
SMITH AVE.,39.36782,-76.6487,Water Temperature,WQM Field,24.85,degrees Celsius,7/6/2005 9:17
LIGHT ST.,39.28343,-76.61182,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 9:27
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Field,9672,umhos,7/6/2005 9:27
LIGHT ST.,39.28343,-76.61182,Dissolved Oxygen,WQM Field,7.04,mg/L,7/6/2005 9:27
LIGHT ST.,39.28343,-76.61182,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 9:27
LIGHT ST.,39.28343,-76.61182,pH,WQM Field,7.83,pH units,7/6/2005 9:27
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,26.33,degrees Celsius,7/6/2005 9:27
MERVILLE,39.36161,-76.67838,Chlorine_Spec,WQM Field,0,mg/L,7/6/2005 9:31
MERVILLE,39.36161,-76.67838,Conductivity,WQM Field,386,umhos,7/6/2005 9:31
MERVILLE,39.36161,-76.67838,Dissolved Oxygen,WQM Field,7.27,mg/L,7/6/2005 9:31
MERVILLE,39.36161,-76.67838,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 9:31
MERVILLE,39.36161,-76.67838,pH,WQM Field,7.59,pH units,7/6/2005 9:31
MERVILLE,39.36161,-76.67838,Water Temperature,WQM Field,22.51,degrees Celsius,7/6/2005 9:31
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 9:41
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,1169,umhos,7/6/2005 9:41
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,6.34,mg/L,7/6/2005 9:41
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.16,mg/L,7/6/2005 9:41
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,7.82,pH units,7/6/2005 9:41
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,23.84,degrees Celsius,7/6/2005 9:41
WYNDHURST AVE.,39.35328,-76.62956,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 9:42
WYNDHURST AVE.,39.35328,-76.62956,Conductivity,WQM Field,750,umhos,7/6/2005 9:42
WYNDHURST AVE.,39.35328,-76.62956,Dissolved Oxygen,WQM Field,7.09,mg/L,7/6/2005 9:42
WYNDHURST AVE.,39.35328,-76.62956,Hach Ammonia-Nitrogen,WQM Field,0.15,mg/L,7/6/2005 9:42
WYNDHURST AVE.,39.35328,-76.62956,pH,WQM Field,7.59,pH units,7/6/2005 9:42
WYNDHURST AVE.,39.35328,-76.62956,Water Temperature,WQM Field,22.51,degrees Celsius,7/6/2005 9:42
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0.07,mg/L,7/6/2005 10:00
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,3256,umhos,7/6/2005 10:00
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,6.03,mg/L,7/6/2005 10:00
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.27,mg/L,7/6/2005 10:00
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.49,pH units,7/6/2005 10:00
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,24.52,degrees Celsius,7/6/2005 10:00
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 10:06
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,2120,umhos,7/6/2005 10:06
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,5.29,mg/L,7/6/2005 10:06
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,0.41,mg/L,7/6/2005 10:06
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.62,pH units,7/6/2005 10:06
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,22.08,degrees Celsius,7/6/2005 10:06
TUDOR ARMS & 37TH,39.33396,-76.62344,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 10:10
TUDOR ARMS & 37TH,39.33396,-76.62344,Conductivity,WQM Field,160,umhos,7/6/2005 10:10
TUDOR ARMS & 37TH,39.33396,-76.62344,Dissolved Oxygen,WQM Field,7.48,mg/L,7/6/2005 10:10
TUDOR ARMS & 37TH,39.33396,-76.62344,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,7/6/2005 10:10
TUDOR ARMS & 37TH,39.33396,-76.62344,pH,WQM Field,7.64,pH units,7/6/2005 10:10
TUDOR ARMS & 37TH,39.33396,-76.62344,Water Temperature,WQM Field,22.76,degrees Celsius,7/6/2005 10:10
STONY RUN,39.3264,-76.62612,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 10:17
STONY RUN,39.3264,-76.62612,Conductivity,WQM Field,310,umhos,7/6/2005 10:17
STONY RUN,39.3264,-76.62612,Dissolved Oxygen,WQM Field,7.96,mg/L,7/6/2005 10:17
STONY RUN,39.3264,-76.62612,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 10:17
STONY RUN,39.3264,-76.62612,pH,WQM Field,7.63,pH units,7/6/2005 10:17
STONY RUN,39.3264,-76.62612,Water Temperature,WQM Field,21.65,degrees Celsius,7/6/2005 10:17
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 10:23
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,3608,umhos,7/6/2005 10:23
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,5.32,mg/L,7/6/2005 10:23
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.19,mg/L,7/6/2005 10:23
JANEY RUN,39.26137,-76.55798,pH,WQM Field,7.37,pH units,7/6/2005 10:23
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,25.51,degrees Celsius,7/6/2005 10:23
CLIPPER MILL,39.32696,-76.63874,Chlorine_Spec,WQM Field,0.02,mg/L,7/6/2005 10:31
CLIPPER MILL,39.32696,-76.63874,Conductivity,WQM Field,978,umhos,7/6/2005 10:31
CLIPPER MILL,39.32696,-76.63874,Dissolved Oxygen,WQM Field,8.21,mg/L,7/6/2005 10:31
CLIPPER MILL,39.32696,-76.63874,Hach Ammonia-Nitrogen,WQM Field,0.17,mg/L,7/6/2005 10:31
CLIPPER MILL,39.32696,-76.63874,pH,WQM Field,7.05,pH units,7/6/2005 10:31
CLIPPER MILL,39.32696,-76.63874,Water Temperature,WQM Field,21.89,degrees Celsius,7/6/2005 10:31
ASH ST.,39.32737,-76.64001,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 10:42
ASH ST.,39.32737,-76.64001,Conductivity,WQM Field,97.9,umhos,7/6/2005 10:42
ASH ST.,39.32737,-76.64001,Dissolved Oxygen,WQM Field,8.24,mg/L,7/6/2005 10:42
ASH ST.,39.32737,-76.64001,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 10:42
ASH ST.,39.32737,-76.64001,pH,WQM Field,7.65,pH units,7/6/2005 10:42
ASH ST.,39.32737,-76.64001,Water Temperature,WQM Field,24.04,degrees Celsius,7/6/2005 10:42
LOMBARD ST.,39.28825,-76.60535,Chlorine_Spec,WQM Field,0.01,mg/L,7/6/2005 10:57
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Field,328,umhos,7/6/2005 10:57
LOMBARD ST.,39.28825,-76.60535,Dissolved Oxygen,WQM Field,7.26,mg/L,7/6/2005 10:57
LOMBARD ST.,39.28825,-76.60535,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/6/2005 10:57
LOMBARD ST.,39.28825,-76.60535,pH,WQM Field,7.7,pH units,7/6/2005 10:57
LOMBARD ST.,39.28825,-76.60535,Water Temperature,WQM Field,25.05,degrees Celsius,7/6/2005 10:57
WESTERN RUN,39.36775,-76.6491,Ammonia-Nitrogen,BRWWTP Lab,0.166,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,BOD5,BRWWTP Lab,<2,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Chloride,WQM Lab,70,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Chlorine_Spec,WQM Field,0.09,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,COD,BRWWTP Lab,9,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Lab,552,umhos,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Field,559,umhos,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Copper_Dissolved,Martel,<2,ug/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Copper_Total,Martel,2.7,ug/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Dissolved Oxygen,WQM Field,9.09,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Fecal Coliform,PWWTP Lab,700,MPN/100ml,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Fluoride,WQM Lab,0.305,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Hardness,Martel,200,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Lead_Dissolved,Martel,0.2,ug/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Lead_Total,Martel,0.3,ug/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.496,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,pH,WQM Field,8.04,pH units,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Suspended Solids,BRWWTP Lab,1.1,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,TKN,BRWWTP Lab,0.414,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Total Coliform,PWWTP Lab,5000,MPN/100ml,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Total Phosphorus,BRWWTP Lab,0.092,mg/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Water Temperature,WQM Field,22.62,degrees Celsius,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Zinc_Dissolved,Martel,19,ug/L,7/12/2005 8:44
WESTERN RUN,39.36775,-76.6491,Zinc_Total,Martel,20,ug/L,7/12/2005 8:44
SMITH AVE.,39.36782,-76.6487,Ammonia-Nitrogen,BRWWTP Lab,0.152,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,BOD5,BRWWTP Lab,<2,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Chloride,WQM Lab,30,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Chlorine_Spec,WQM Field,0.11,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,COD,BRWWTP Lab,9,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Lab,327,umhos,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Field,336,umhos,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Copper_Dissolved,Martel,<2,ug/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Copper_Total,Martel,4.2,ug/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Dissolved Oxygen,WQM Field,7.11,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Fecal Coliform,PWWTP Lab,70,MPN/100ml,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Fluoride,WQM Lab,0.099,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Hardness,Martel,120,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Lead_Dissolved,Martel,0.3,ug/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Lead_Total,Martel,1.3,ug/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.059,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,pH,WQM Field,7.68,pH units,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Suspended Solids,BRWWTP Lab,5.6,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,TKN,BRWWTP Lab,0.793,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Total Coliform,PWWTP Lab,800,MPN/100ml,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Total Phosphorus,BRWWTP Lab,0.09,mg/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Water Temperature,WQM Field,27.13,degrees Celsius,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Zinc_Dissolved,Martel,19,ug/L,7/12/2005 8:53
SMITH AVE.,39.36782,-76.6487,Zinc_Total,Martel,22,ug/L,7/12/2005 8:53
STONY RUN,39.3264,-76.62612,Ammonia-Nitrogen,BRWWTP Lab,0.126,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,BOD5,BRWWTP Lab,<2,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Chloride,WQM Lab,50,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Chlorine_Spec,WQM Field,0,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,COD,BRWWTP Lab,4.5,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Conductivity,WQM Field,401,umhos,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Conductivity,WQM Lab,407,umhos,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Copper_Dissolved,Martel,2.6,ug/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Copper_Total,Martel,7.1,ug/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Dissolved Oxygen,WQM Field,7.56,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Fecal Coliform,PWWTP Lab,800,MPN/100ml,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Fluoride,WQM Lab,0.732,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Hardness,Martel,150,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Lead_Dissolved,Martel,0.2,ug/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Lead_Total,Martel,3,ug/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,2.615,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,pH,WQM Field,7.58,pH units,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Suspended Solids,BRWWTP Lab,8.8,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,TKN,BRWWTP Lab,0.896,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Total Coliform,PWWTP Lab,11000,MPN/100ml,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Total Phosphorus,BRWWTP Lab,0.162,mg/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Water Temperature,WQM Field,21.56,degrees Celsius,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Zinc_Dissolved,Martel,27,ug/L,7/12/2005 9:19
STONY RUN,39.3264,-76.62612,Zinc_Total,Martel,25,ug/L,7/12/2005 9:19
LINKWOOD,39.3395,-76.62569444,Ammonia-Nitrogen,BRWWTP Lab,1.096,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,BOD5,BRWWTP Lab,2.2,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Chlorine_Spec,WQM Field,0.08,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,COD,BRWWTP Lab,4.5,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Conductivity,WQM Field,516,umhos,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Dissolved Oxygen,WQM Field,5.94,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Hach Ammonia-Nitrogen,WQM Field,0.85,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,2.151,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,pH,WQM Field,7.34,pH units,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Suspended Solids,BRWWTP Lab,1.4,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,TKN,BRWWTP Lab,2.173,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Total Phosphorus,BRWWTP Lab,0.226,mg/L,7/12/2005 9:33
LINKWOOD,39.3395,-76.62569444,Water Temperature,WQM Field,21.61,degrees Celsius,7/12/2005 9:33
LOMBARD ST.,39.28825,-76.60535,Ammonia-Nitrogen,BRWWTP Lab,0.249,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,BOD5,BRWWTP Lab,<2,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Chloride,WQM Lab,720,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Chlorine_Spec,WQM Field,0.12,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,COD,BRWWTP Lab,53,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Lab,3150,umhos,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Field,3379,umhos,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Copper_Dissolved,Martel,<2,ug/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Copper_Total,Martel,5.2,ug/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Dissolved Oxygen,WQM Field,5.02,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Fecal Coliform,PWWTP Lab,11000,MPN/100ml,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Fluoride,WQM Lab,0.277,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Hach Ammonia-Nitrogen,WQM Field,0.16,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Hardness,Martel,420,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Lead_Dissolved,Martel,0.1,ug/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Lead_Total,Martel,3.2,ug/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.192,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,pH,WQM Field,7.42,pH units,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Suspended Solids,BRWWTP Lab,4.1,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,TKN,BRWWTP Lab,1.42,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Total Coliform,PWWTP Lab,70000,MPN/100ml,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Total Phosphorus,BRWWTP Lab,0.147,mg/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Water Temperature,WQM Field,25.38,degrees Celsius,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Zinc_Dissolved,Martel,20,ug/L,7/12/2005 10:06
LOMBARD ST.,39.28825,-76.60535,Zinc_Total,Martel,22,ug/L,7/12/2005 10:06
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0,mg/L,7/14/2005 10:15
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,5078,umhos,7/14/2005 10:15
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,5.57,mg/L,7/14/2005 10:15
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.41,mg/L,7/14/2005 10:15
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.53,pH units,7/14/2005 10:15
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,23.62,degrees Celsius,7/14/2005 10:15
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0.03,mg/L,7/14/2005 10:40
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,11429,umhos,7/14/2005 10:40
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,2.31,mg/L,7/14/2005 10:40
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,2.65,mg/L,7/14/2005 10:40
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.31,pH units,7/14/2005 10:40
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,22.82,degrees Celsius,7/14/2005 10:40
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.01,mg/L,7/14/2005 11:10
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,10541,umhos,7/14/2005 11:10
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,7.24,mg/L,7/14/2005 11:10
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.21,mg/L,7/14/2005 11:10
JANEY RUN,39.26137,-76.55798,pH,WQM Field,8.26,pH units,7/14/2005 11:10
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,26.45,degrees Celsius,7/14/2005 11:10
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0.02,mg/L,7/14/2005 12:00
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,13045,umhos,7/14/2005 12:00
