Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,25.23,degrees Celsius,6/2/2009 12:56
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0,mg/L,6/2/2009 13:21
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,1526,umhos,6/2/2009 13:21
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,5.28,mg/L,6/2/2009 13:21
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.11,mg/L,6/2/2009 13:21
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,7.66,pH units,6/2/2009 13:21
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,23.96,degrees Celsius,6/2/2009 13:21
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0,mg/L,6/2/2009 13:46
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,894,umhos,6/2/2009 13:46
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,5.12,mg/L,6/2/2009 13:46
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.24,mg/L,6/2/2009 13:46
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.89,pH units,6/2/2009 13:46
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,23.84,degrees Celsius,6/2/2009 13:46
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0,mg/L,6/2/2009 14:01
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,7091,umhos,6/2/2009 14:01
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,5.23,mg/L,6/2/2009 14:01
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,0.59,mg/L,6/2/2009 14:01
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.98,pH units,6/2/2009 14:01
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,24.12,degrees Celsius,6/2/2009 14:01
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0,mg/L,6/2/2009 14:29
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,7614,umhos,6/2/2009 14:29
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,7.64,mg/L,6/2/2009 14:29
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.16,mg/L,6/2/2009 14:29
JANEY RUN,39.26137,-76.55798,pH,WQM Field,7.64,pH units,6/2/2009 14:29
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,24.01,degrees Celsius,6/2/2009 14:29
POWDER MILL,39.3359,-76.71046,Chloride,WQM Lab,101.5,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Chlorine_Spec,WQM Field,0.02,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,COD,BRWWTP Lab,18,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Conductivity,WQM Lab,750,umhos,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Conductivity,WQM Field,816,umhos,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Copper_Dissolved,Martel,<2,ug/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Copper_Total,Martel,2.3,ug/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Dissolved Oxygen,WQM Field,9.65,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,E. Coli,PWWTP Lab,1700,MPN/100ml,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Fluoride,WQM Lab,0.038,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Hardness,Martel,320,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Lead_Dissolved,Martel,<2,ug/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Lead_Total,Martel,<2,ug/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Nitrate+Nitrite-Nitrogen,Martel,0.97,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,pH,WQM Field,7.48,pH units,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Sodium,Martel,48,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Suspended Solids,BRWWTP Lab,3.5,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,TKN,Martel,1.3,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Total Phosphorus,Martel,0.05,mg/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Water Temperature,WQM Field,17.21,degrees Celsius,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Zinc_Dissolved,Martel,36,ug/L,6/8/2009 8:43
POWDER MILL,39.3359,-76.71046,Zinc_Total,Martel,59,ug/L,6/8/2009 8:43
SMITH AVE.,39.36782,-76.6487,Chloride,WQM Lab,32,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Chlorine_Spec,WQM Field,0.09,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,COD,BRWWTP Lab,9,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Lab,400,umhos,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Field,698,umhos,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Copper_Dissolved,Martel,22,ug/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Copper_Total,Martel,32,ug/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Dissolved Oxygen,WQM Field,10.42,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,E. Coli,PWWTP Lab,800,MPN/100ml,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Fluoride,WQM Lab,0.084,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Hach Ammonia-Nitrogen,WQM Field,0.18,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Hardness,Martel,210,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Lead_Dissolved,Martel,<2,ug/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Lead_Total,Martel,<2,ug/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Nitrate+Nitrite-Nitrogen,Martel,0.65,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,pH,WQM Field,7.93,pH units,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Suspended Solids,BRWWTP Lab,3,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,TKN,Martel,1.8,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Total Phosphorus,Martel,0.06,mg/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Water Temperature,WQM Field,19.57,degrees Celsius,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Zinc_Dissolved,Martel,30,ug/L,6/8/2009 9:06
SMITH AVE.,39.36782,-76.6487,Zinc_Total,Martel,60,ug/L,6/8/2009 9:06
WESTERN RUN,39.36775,-76.6491,Chloride,WQM Lab,59,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Chlorine_Spec,WQM Field,0.08,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,COD,BRWWTP Lab,14,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Field,401,umhos,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Lab,660,umhos,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Copper_Dissolved,Martel,4,ug/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Copper_Total,Martel,6.1,ug/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Dissolved Oxygen,WQM Field,10.16,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,E. Coli,PWWTP Lab,500,MPN/100ml,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Fluoride,WQM Lab,0.106,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Hach Ammonia-Nitrogen,WQM Field,0.11,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Hardness,Martel,270,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Lead_Dissolved,Martel,<2,ug/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Lead_Total,Martel,<2,ug/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Nitrate+Nitrite-Nitrogen,Martel,0.81,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,pH,WQM Field,8.12,pH units,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Suspended Solids,BRWWTP Lab,3,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,TKN,Martel,1.3,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Total Phosphorus,Martel,0.05,mg/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Water Temperature,WQM Field,19.12,degrees Celsius,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Zinc_Dissolved,Martel,24,ug/L,6/8/2009 9:11
WESTERN RUN,39.36775,-76.6491,Zinc_Total,Martel,63,ug/L,6/8/2009 9:11
LINKWOOD,39.3395,-76.62569444,Chlorine_Spec,WQM Field,0.07,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,COD,BRWWTP Lab,5,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Conductivity,WQM Field,611,umhos,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Dissolved Oxygen,WQM Field,9.54,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Hach Ammonia-Nitrogen,WQM Field,0.11,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Nitrate+Nitrite-Nitrogen,Martel,1.1,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,pH,WQM Field,7.74,pH units,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Suspended Solids,BRWWTP Lab,1,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,TKN,Martel,1.6,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Total Phosphorus,Martel,0.09,mg/L,6/8/2009 9:30
LINKWOOD,39.3395,-76.62569444,Water Temperature,WQM Field,18.44,degrees Celsius,6/8/2009 9:30
STONY RUN,39.3264,-76.62612,Chloride,WQM Lab,55,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Chlorine_Spec,WQM Field,0.01,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,COD,BRWWTP Lab,9,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Conductivity,WQM Lab,569,umhos,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Conductivity,WQM Field,601,umhos,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Copper_Dissolved,Martel,4.9,ug/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Copper_Total,Martel,7.3,ug/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Dissolved Oxygen,WQM Field,9.48,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,E. Coli,PWWTP Lab,220,MPN/100ml,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Fluoride,WQM Lab,0.32,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Hach Ammonia-Nitrogen,WQM Field,0.13,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Hardness,Martel,220,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Lead_Dissolved,Martel,<2,ug/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Lead_Total,Martel,<2,ug/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Nitrate+Nitrite-Nitrogen,Martel,1.3,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,pH,WQM Field,7.75,pH units,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Suspended Solids,BRWWTP Lab,3.3,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,TKN,Martel,1,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Total Phosphorus,Martel,0.06,mg/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Water Temperature,WQM Field,18.82,degrees Celsius,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Zinc_Dissolved,Martel,32,ug/L,6/8/2009 9:48
STONY RUN,39.3264,-76.62612,Zinc_Total,Martel,56,ug/L,6/8/2009 9:48
LOMBARD ST.,39.28825,-76.60535,Chloride,WQM Lab,395,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Chlorine_Spec,WQM Field,0.05,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,COD,BRWWTP Lab,50,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Lab,1910,umhos,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Field,2020,umhos,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Copper_Dissolved,Martel,<2,ug/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Copper_Total,Martel,5,ug/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Dissolved Oxygen,WQM Field,8.71,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Enterococcus,Martel,240,MPN/100ml,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Fluoride,WQM Lab,0.176,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Hach Ammonia-Nitrogen,WQM Field,0.24,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Hardness,Martel,340,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Lead_Dissolved,Martel,<2,ug/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Lead_Total,Martel,<2,ug/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Nitrate+Nitrite-Nitrogen,Martel,0.5,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,pH,WQM Field,7.67,pH units,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Suspended Solids,BRWWTP Lab,3.3,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,TKN,Martel,1,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Total Phosphorus,Martel,0.09,mg/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Water Temperature,WQM Field,20.64,degrees Celsius,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Zinc_Dissolved,Martel,120,ug/L,6/8/2009 10:07
LOMBARD ST.,39.28825,-76.60535,Zinc_Total,Martel,160,ug/L,6/8/2009 10:07
GWYNNS FALLS PKWY.,39.31486,-76.66559,Chlorine_Spec,WQM Field,0.04,mg/L,6/9/2009 9:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,Conductivity,WQM Field,499,umhos,6/9/2009 9:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,Dissolved Oxygen,WQM Field,10.38,mg/L,6/9/2009 9:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,Hach Ammonia-Nitrogen,WQM Field,0.22,mg/L,6/9/2009 9:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,pH,WQM Field,7.8,pH units,6/9/2009 9:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,Water Temperature,WQM Field,17.06,degrees Celsius,6/9/2009 9:30
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 9:45
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Conductivity,WQM Field,569,umhos,6/9/2009 9:45
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Dissolved Oxygen,WQM Field,9.53,mg/L,6/9/2009 9:45
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Hach Ammonia-Nitrogen,WQM Field,0.14,mg/L,6/9/2009 9:45
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,pH,WQM Field,7.85,pH units,6/9/2009 9:45
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Water Temperature,WQM Field,19.56,degrees Celsius,6/9/2009 9:45
MAIDENS CHOICE,39.27573,-76.66607,Chlorine_Spec,WQM Field,0.02,mg/L,6/9/2009 9:57
MAIDENS CHOICE,39.27573,-76.66607,Conductivity,WQM Field,572,umhos,6/9/2009 9:57
MAIDENS CHOICE,39.27573,-76.66607,Dissolved Oxygen,WQM Field,9.47,mg/L,6/9/2009 9:57
MAIDENS CHOICE,39.27573,-76.66607,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,6/9/2009 9:57
MAIDENS CHOICE,39.27573,-76.66607,pH,WQM Field,7.9,pH units,6/9/2009 9:57
MAIDENS CHOICE,39.27573,-76.66607,Water Temperature,WQM Field,20.58,degrees Celsius,6/9/2009 9:57
WASHINGTON BLVD.,39.27207,-76.65016,Chlorine_Spec,WQM Field,0.01,mg/L,6/9/2009 10:08
WASHINGTON BLVD.,39.27207,-76.65016,Conductivity,WQM Field,579,umhos,6/9/2009 10:08
WASHINGTON BLVD.,39.27207,-76.65016,Dissolved Oxygen,WQM Field,9.8,mg/L,6/9/2009 10:08
WASHINGTON BLVD.,39.27207,-76.65016,Hach Ammonia-Nitrogen,WQM Field,0.12,mg/L,6/9/2009 10:08
WASHINGTON BLVD.,39.27207,-76.65016,pH,WQM Field,7.96,pH units,6/9/2009 10:08
WASHINGTON BLVD.,39.27207,-76.65016,Water Temperature,WQM Field,21.02,degrees Celsius,6/9/2009 10:08
GRUN CARROLL PARK,39.27471,-76.65373,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 10:13
GRUN CARROLL PARK,39.27471,-76.65373,Conductivity,WQM Field,801,umhos,6/9/2009 10:13
GRUN CARROLL PARK,39.27471,-76.65373,Dissolved Oxygen,WQM Field,8.19,mg/L,6/9/2009 10:13
GRUN CARROLL PARK,39.27471,-76.65373,Hach Ammonia-Nitrogen,WQM Field,0.41,mg/L,6/9/2009 10:13
GRUN CARROLL PARK,39.27471,-76.65373,pH,WQM Field,7.84,pH units,6/9/2009 10:13
GRUN CARROLL PARK,39.27471,-76.65373,Water Temperature,WQM Field,19.37,degrees Celsius,6/9/2009 10:13
GRUN HILTON ST.,39.3027,-76.67416,Chlorine_Spec,WQM Field,0.06,mg/L,6/9/2009 10:31
GRUN HILTON ST.,39.3027,-76.67416,Conductivity,WQM Field,583,umhos,6/9/2009 10:31
GRUN HILTON ST.,39.3027,-76.67416,Dissolved Oxygen,WQM Field,9.61,mg/L,6/9/2009 10:31
GRUN HILTON ST.,39.3027,-76.67416,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,6/9/2009 10:31
GRUN HILTON ST.,39.3027,-76.67416,pH,WQM Field,7.92,pH units,6/9/2009 10:31
GRUN HILTON ST.,39.3027,-76.67416,Water Temperature,WQM Field,21.21,degrees Celsius,6/9/2009 10:31
GF HILTON ST.,39.30287,-76.6743,Chlorine_Spec,WQM Field,0.01,mg/L,6/9/2009 10:32
GF HILTON ST.,39.30287,-76.6743,Conductivity,WQM Field,576,umhos,6/9/2009 10:32
GF HILTON ST.,39.30287,-76.6743,Dissolved Oxygen,WQM Field,9.62,mg/L,6/9/2009 10:32
GF HILTON ST.,39.30287,-76.6743,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,6/9/2009 10:32
GF HILTON ST.,39.30287,-76.6743,pH,WQM Field,7.99,pH units,6/9/2009 10:32
GF HILTON ST.,39.30287,-76.6743,Water Temperature,WQM Field,21.55,degrees Celsius,6/9/2009 10:32
DEAD RUN DNST.,39.30509,-76.68639,Chlorine_Spec,WQM Field,0.01,mg/L,6/9/2009 10:37
DEAD RUN DNST.,39.30509,-76.68639,Conductivity,WQM Field,981,umhos,6/9/2009 10:37
DEAD RUN DNST.,39.30509,-76.68639,Dissolved Oxygen,WQM Field,10.22,mg/L,6/9/2009 10:37
DEAD RUN DNST.,39.30509,-76.68639,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,6/9/2009 10:37
DEAD RUN DNST.,39.30509,-76.68639,pH,WQM Field,8.01,pH units,6/9/2009 10:37
DEAD RUN DNST.,39.30509,-76.68639,Water Temperature,WQM Field,20.64,degrees Celsius,6/9/2009 10:37
GFALLS TRAIL,39.30441,-76.6946,Chlorine_Spec,WQM Field,0.01,mg/L,6/9/2009 10:42
GFALLS TRAIL,39.30441,-76.6946,Conductivity,WQM Field,1043,umhos,6/9/2009 10:42
GFALLS TRAIL,39.30441,-76.6946,Dissolved Oxygen,WQM Field,10.28,mg/L,6/9/2009 10:42
GFALLS TRAIL,39.30441,-76.6946,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,6/9/2009 10:42
GFALLS TRAIL,39.30441,-76.6946,pH,WQM Field,8.15,pH units,6/9/2009 10:42
GFALLS TRAIL,39.30441,-76.6946,Water Temperature,WQM Field,20.78,degrees Celsius,6/9/2009 10:42
LIGHT ST.,39.28343,-76.61182,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 10:45
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Field,6518,umhos,6/9/2009 10:45
LIGHT ST.,39.28343,-76.61182,Dissolved Oxygen,WQM Field,7.85,mg/L,6/9/2009 10:45
LIGHT ST.,39.28343,-76.61182,Hach Ammonia-Nitrogen,WQM Field,0.3,mg/L,6/9/2009 10:45
LIGHT ST.,39.28343,-76.61182,pH,WQM Field,7.55,pH units,6/9/2009 10:45
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,25.2,degrees Celsius,6/9/2009 10:45
DICKEYVILLE,39.31717,-76.7,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 11:13
DICKEYVILLE,39.31717,-76.7,Conductivity,WQM Field,534,umhos,6/9/2009 11:13
DICKEYVILLE,39.31717,-76.7,Dissolved Oxygen,WQM Field,10,mg/L,6/9/2009 11:13
DICKEYVILLE,39.31717,-76.7,Hach Ammonia-Nitrogen,WQM Field,0.08,mg/L,6/9/2009 11:13
DICKEYVILLE,39.31717,-76.7,pH,WQM Field,8.37,pH units,6/9/2009 11:13
DICKEYVILLE,39.31717,-76.7,Water Temperature,WQM Field,21.93,degrees Celsius,6/9/2009 11:13
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 11:18
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,816,umhos,6/9/2009 11:18
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,6.14,mg/L,6/9/2009 11:18
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,6/9/2009 11:18
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,8.03,pH units,6/9/2009 11:18
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,23.43,degrees Celsius,6/9/2009 11:18
PURNELL DR.,39.33269,-76.71222,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 11:22
PURNELL DR.,39.33269,-76.71222,Conductivity,WQM Field,514,umhos,6/9/2009 11:22
PURNELL DR.,39.33269,-76.71222,Dissolved Oxygen,WQM Field,9.81,mg/L,6/9/2009 11:22
PURNELL DR.,39.33269,-76.71222,Hach Ammonia-Nitrogen,WQM Field,0.12,mg/L,6/9/2009 11:22
PURNELL DR.,39.33269,-76.71222,pH,WQM Field,8.23,pH units,6/9/2009 11:22
PURNELL DR.,39.33269,-76.71222,Water Temperature,WQM Field,22.2,degrees Celsius,6/9/2009 11:22
NORTHERN PKWY.,39.3445,-76.70296,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 11:34
NORTHERN PKWY.,39.3445,-76.70296,Conductivity,WQM Field,1195,umhos,6/9/2009 11:34
NORTHERN PKWY.,39.3445,-76.70296,Dissolved Oxygen,WQM Field,9.24,mg/L,6/9/2009 11:34
NORTHERN PKWY.,39.3445,-76.70296,Hach Ammonia-Nitrogen,WQM Field,0.12,mg/L,6/9/2009 11:34
NORTHERN PKWY.,39.3445,-76.70296,pH,WQM Field,7.87,pH units,6/9/2009 11:34
NORTHERN PKWY.,39.3445,-76.70296,Water Temperature,WQM Field,19.6,degrees Celsius,6/9/2009 11:34
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 11:47
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,943,umhos,6/9/2009 11:47
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,6.94,mg/L,6/9/2009 11:47
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.63,mg/L,6/9/2009 11:47
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.64,pH units,6/9/2009 11:47
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,20.91,degrees Celsius,6/9/2009 11:47
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 12:01
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,1039,umhos,6/9/2009 12:01
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,5.2,mg/L,6/9/2009 12:01
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,0.44,mg/L,6/9/2009 12:01
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.36,pH units,6/9/2009 12:01
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,20.68,degrees Celsius,6/9/2009 12:01
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 12:42
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,5803,umhos,6/9/2009 12:42
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,8.34,mg/L,6/9/2009 12:42
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.28,mg/L,6/9/2009 12:42
JANEY RUN,39.26137,-76.55798,pH,WQM Field,7.48,pH units,6/9/2009 12:42
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,23.43,degrees Celsius,6/9/2009 12:42
REEDBIRD AVE.,39.24449,-76.61429,Chlorine_Spec,WQM Field,0,mg/L,6/9/2009 13:47
REEDBIRD AVE.,39.24449,-76.61429,Conductivity,WQM Field,4311,umhos,6/9/2009 13:47
REEDBIRD AVE.,39.24449,-76.61429,Dissolved Oxygen,WQM Field,7.24,mg/L,6/9/2009 13:47
REEDBIRD AVE.,39.24449,-76.61429,Hach Ammonia-Nitrogen,WQM Field,0.17,mg/L,6/9/2009 13:47
