X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1429514.73744264,596257.661738813,2034,1570,066,BUSE-25-003114,Y,2025/08/13 00:00:00+00,Aug 13 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,J,13,Middle East,1570 066,2240 PRENTISS PL
1429444.33010314,596148.392272308,2044,1570,083,BUSE-25-003112,Y,2025/09/24 00:00:00+00,Sep 24 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,J,13,Middle East,1570 083,2229 PRENTISS PL
1429456.72771613,596149.051391721,2047,1570,084,USE2024-54699,Y,2025/07/01 00:00:00+00,Jul  1 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,J,13,Middle East,1570 084,2231 PRENTISS PL
1429469.09022422,596149.715104312,2048,1570,085,USE2022-57334,Y,2023/01/19 00:00:00+00,Jan 19 2023 12,1-08,1-08,J,13,Middle East,1570 085,2233 PRENTISS PL
1430280.2483788,594877.127098307,2053,1624,070,USE2016-01727,Y,2016/05/12 00:00:00+00,May 12 2016 12,SF,SF,I,13,Milton-Montford,1624 070,712 N PORT ST
1430277.87600823,594926.295963228,2057,1624,074,USE2021-54832,Y,2021/10/27 00:00:00+00,Oct 27 2021 12,1-08,1-08,I,13,Milton-Montford,1624 074,720 N PORT ST
1430276.99182364,594938.328419477,2058,1624,075,USE2019-56145,Y,2020/02/11 00:00:00+00,Feb 11 2020 12,1-08,1-08,I,13,Milton-Montford,1624 075,722 N PORT ST
1430380.75113055,594944.225061223,2064,1624,078,USE2024-54079,Y,2024/11/05 00:00:00+00,Nov  5 2024 12,1-08,1-08,I,13,Milton-Montford,1624 078,723 N PORT ST
1430384.34101839,594882.709108144,2069,1624,083,USE2015-03147,Y,2015/09/09 00:00:00+00,Sep  9 2015 12,VAC,SF,I,13,Milton-Montford,1624 083,713 N PORT ST
1430386.19173647,594845.852882639,2072,1624,086,USE2021-54828,Y,2021/10/27 00:00:00+00,Oct 27 2021 12,1-08,1-08,I,13,Milton-Montford,1624 086,707 N PORT ST
1430386.94009456,594833.074036807,2073,1624,087,USE2021-50464,Y,2021/04/15 00:00:00+00,Apr 15 2021 12,1-08,1-08,I,13,Milton-Montford,1624 087,705 N PORT ST
1430387.34888639,594820.748602137,2074,1624,088,USE2023-55051,Y,2023/10/05 00:00:00+00,Oct  5 2023 12,1-08,1-08,I,13,Milton-Montford,1624 088,703 N PORT ST
1430609.66405855,594742.280911312,2076,1625,001,USE2021-50550,Y,2021/03/18 00:00:00+00,Mar 18 2021 12,7-03,3-42,I,13,Milton-Montford,1625 001,701 N MILTON AVE
1430608.83892897,594755.502997726,2077,1625,002,USE2023-53044,Y,2023/09/27 00:00:00+00,Sep 27 2023 12,3-52,3-52,I,13,Milton-Montford,1625 002,703 N MILTON AVE
1430602.70114598,594874.663192481,2089,1625,011,USE2021-52638,Y,2021/07/07 00:00:00+00,Jul  7 2021 12,7-03,1-08,I,13,Milton-Montford,1625 011,721 N MILTON AVE
1430602.13323373,594887.908244729,2090,1625,012,USE2019-54760,Y,2019/10/22 12:00:13+00,Oct 22 2019 12,7-03,1-08,I,13,Milton-Montford,1625 012,723 N MILTON AVE
1430600.89111023,594914.541393563,2092,1625,014,USE2018-53918,Y,2018/09/13 13:00:04+00,Sep 13 2018  1,1-08,1-08,I,13,Milton-Montford,1625 014,727 N MILTON AVE
1417711.66196747,588134.916829482,2154,0858,039,USE2020-55602,Y,2021/01/29 00:00:00+00,Jan 29 2021 12,1-08,1-08,E,10,Washington Village/Pigtown,0858 039,762 W HAMBURG ST
1417497.64533514,588166.514207229,2176,0858,057,USE2019-53390,Y,2020/01/24 00:00:00+00,Jan 24 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0858 057,803 SCOTT ST
1417493.99081489,588281.802034393,2181,0858,062,USE2017-00197,Y,2017/07/14 15:27:20+00,Jul 14 2017  3,SF,SF,E,10,Washington Village/Pigtown,0858 062,711 SCOTT ST
1429020.34243405,595046.885288984,2220,1605,001,USE2024-53967,Y,2024/08/08 00:00:00+00,Aug  8 2024 12,3-50,1-03,H,13,Middle East,1605 001,801 N CHESTER ST
1429019.45857756,595067.316022396,2221,1605,003,USE2018-50446,Y,2018/02/08 07:00:17+00,Feb  8 2018  7,1-08,1-08,H,13,Middle East,1605 003,805 N CHESTER ST
1429018.40575814,595080.626691312,2222,1605,004,USE2017-54528,Y,2017/12/21 07:00:15+00,Dec 21 2017  7,1-08,1-08,H,13,Middle East,1605 004,807 N CHESTER ST
1429017.93627089,595093.782504886,2223,1605,005,USE2017-54529,Y,2017/12/28 08:00:02+00,Dec 28 2017  8,1-08,1-08,H,13,Middle East,1605 005,809 N CHESTER ST
1429017.59440805,595107.260168225,2224,1605,006,USE2017-54530,Y,2017/12/28 08:00:03+00,Dec 28 2017  8,1-08,1-08,H,13,Middle East,1605 006,811 N CHESTER ST
1429017.00943547,595120.97831665,2225,1605,007,USE2017-54531,Y,2017/12/28 08:00:03+00,Dec 28 2017  8,1-08,1-08,H,13,Middle East,1605 007,813 N CHESTER ST
1429016.33489613,595134.442528561,2230,1605,008,USE2018-50445,Y,2018/02/08 07:00:17+00,Feb  8 2018  7,1-08,1-08,H,13,Middle East,1605 008,815 N CHESTER ST
1429014.8276813,595148.187907889,2231,1605,009,USE2018-50444,Y,2018/02/08 07:00:13+00,Feb  8 2018  7,1-08,1-08,H,13,Middle East,1605 009,817 N CHESTER ST
1429196.32600597,595077.406881481,2235,1605,013,USE2018-54391,Y,2018/12/11 08:00:06+00,Dec 11 2018  8,7-03,1-14,H,13,Middle East,1605 013,2118 E MADISON ST
1429355.16853605,595072.43510665,2238,1606,001,USE2022-53396,Y,2022/10/23 00:00:00+00,Oct 23 2022 12,1-08,1-08,H,13,Middle East,1606 001,803 N COLLINGTON AVE
1429350.24695797,595179.115011394,2249,1606,010,BUSE-25-001998,Y,2026/02/03 00:00:00+00,Feb  3 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,H,13,Middle East,1606 010,819 N COLLINGTON AVE
1429349.33160546,595205.825915977,2251,1606,012,USE2015-02453,Y,2015/07/29 00:00:00+00,Jul 29 2015 12,VAC,SF,H,13,Middle East,1606 012,823 N COLLINGTON AVE
1429630.76837856,595367.972245231,2271,1606,032,USE2021-51137,Y,2021/04/22 00:00:00+00,Apr 22 2021 12,7-03,1-08,H,13,Middle East,1606 032,842 N PATTERSON PARK AVE
1429631.71588323,595340.319741473,2273,1606,034,USE2021-54022,Y,2021/08/30 00:00:00+00,Aug 30 2021 12,1-08,1-08,H,13,Middle East,1606 034,838 N PATTERSON PARK AVE
1429633.07578863,595312.847683564,2275,1606,036,USE2022-53654,Y,2022/06/29 00:00:00+00,Jun 29 2022 12,1-08,1-08,H,13,Middle East,1606 036,834 N PATTERSON PARK AVE
1429633.72769022,595298.946464643,2276,1606,037,USE2022-53653,Y,2022/06/23 00:00:00+00,Jun 23 2022 12,1-08,1-08,H,13,Middle East,1606 037,832 N PATTERSON PARK AVE
1429634.2477023,595284.841834053,2277,1606,038,USE2022-51880,Y,2022/04/29 00:00:00+00,Apr 29 2022 12,7-03,1-08,H,13,Middle East,1606 038,830 N PATTERSON PARK AVE
1429635.15780547,595270.925195232,2281,1606,039,USE2022-51879,Y,2022/03/30 00:00:00+00,Mar 30 2022 12,1-08,1-08,H,13,Middle East,1606 039,828 N PATTERSON PARK AVE
1429636.99507214,595243.06370239,2283,1606,041,USE2022-54846,Y,2022/08/08 00:00:00+00,Aug  8 2022 12,1-08,1-08,H,13,Middle East,1606 041,824 N PATTERSON PARK AVE
1429637.16469122,595229.624096721,2284,1606,042,USE2022-54845,Y,2022/08/08 00:00:00+00,Aug  8 2022 12,1-08,1-08,H,13,Middle East,1606 042,822 N PATTERSON PARK AVE
1429637.25524221,595215.50306198,2285,1606,043,USE2022-54844,Y,2022/08/08 00:00:00+00,Aug  8 2022 12,1-08,1-08,H,13,Middle East,1606 043,820 N PATTERSON PARK AVE
1429639.07708897,595201.424678057,2286,1606,044,USE2022-54843,Y,2022/09/19 00:00:00+00,Sep 19 2022 12,1-08,1-08,H,13,Middle East,1606 044,818 N PATTERSON PARK AVE
1429638.94487138,595187.477527484,2287,1606,045,USE2024-52906,Y,2024/06/18 00:00:00+00,Jun 18 2024 12,1-08,1-08,H,13,Middle East,1606 045,816 N PATTERSON PARK AVE
1429640.21356964,595173.635363564,2288,1606,046,USE2022-56745,Y,2022/12/22 00:00:00+00,Dec 22 2022 12,1-08,1-08,H,13,Middle East,1606 046,814 N PATTERSON PARK AVE
1429641.25982739,595145.796508476,2290,1606,048,USE2022-56744,Y,2022/11/23 00:00:00+00,Nov 23 2022 12,1-08,1-08,H,13,Middle East,1606 048,810 N PATTERSON PARK AVE
1429641.83167663,595131.575080231,2291,1606,049,USE2022-56743,Y,2022/12/09 00:00:00+00,Dec  9 2022 12,1-08,1-08,H,13,Middle East,1606 049,808 N PATTERSON PARK AVE
1429644.5764218,595089.800557479,2294,1606,052,USE2022-56742,Y,2023/02/23 00:00:00+00,Feb 23 2023 12,1-08,1-08,H,13,Middle East,1606 052,802 N PATTERSON PARK AVE
1429463.77986738,595093.646350309,2304,1606,060,USE2024-55972,Y,2024/12/10 00:00:00+00,Dec 10 2024 12,1-08,1-08,H,13,Middle East,1606 060,2220 E MADISON ST
1429450.79465714,595092.963608891,2305,1606,061,USE2024-55971,Y,2024/12/26 00:00:00+00,Dec 26 2024 12,1-08,1-08,H,13,Middle East,1606 061,2218 E MADISON ST
1429437.77631047,595092.277586639,2306,1606,062,USE2024-55969,Y,2024/12/26 00:00:00+00,Dec 26 2024 12,1-08,1-08,H,13,Middle East,1606 062,2216 E MADISON ST
1429357.08421464,595058.740580231,2308,1606,064A,USE2019-52199,Y,2019/05/24 15:00:03+00,May 24 2019  3,1-07,1-07,H,13,Middle East,1606 064A,2200 E MADISON ST
1429440.65917872,595163.71182698,2310,1606,067,USE2022-56013,Y,2022/10/26 00:00:00+00,Oct 26 2022 12,1-08,1-08,H,13,Middle East,1606 067,804 N MADEIRA ST
1429439.46364306,595187.881398067,2315,1606,069,USE2023-55851,Y,2023/11/24 00:00:00+00,Nov 24 2023 12,1-08,1-08,H,13,Middle East,1606 069,808 N MADEIRA ST
1429438.67591497,595211.664486974,2316,1606,071,USE2023-55899,Y,2024/03/12 00:00:00+00,Mar 12 2024 12,1-08,1-08,H,13,Middle East,1606 071,812 N MADEIRA ST
1429436.94790006,595235.352103651,2317,1606,073,USE2023-55900,Y,2024/05/20 00:00:00+00,May 20 2024 12,1-08,1-08,H,13,Middle East,1606 073,816 N MADEIRA ST
1429436.13556573,595259.34057273,2318,1606,075,USE2022-57222,Y,2023/01/07 00:00:00+00,Jan  7 2023 12,1-08,1-08,H,13,Middle East,1606 075,820 N MADEIRA ST
1429434.63097556,595283.778187901,2319,1606,077,USE2023-51738,Y,2023/07/05 00:00:00+00,Jul  5 2023 12,1-08,1-08,H,13,Middle East,1606 077,824 N MADEIRA ST
1429544.11664897,595376.334105149,2320,1606,078,USE2020-55363,Y,2020/12/04 00:00:00+00,Dec  4 2020 12,1-09,1-09,H,13,Middle East,1606 078,837 N MADEIRA ST
1429543.87714814,595357.357437059,2321,1606,079,USE2021-50760,Y,2021/02/24 00:00:00+00,Feb 24 2021 12,1-08,1-08,H,13,Middle East,1606 079,835 N MADEIRA ST
1429545.26034747,595333.77218239,2322,1606,081,USE2021-52234,Y,2021/05/25 00:00:00+00,May 25 2021 12,1-08,1-08,H,13,Middle East,1606 081,831 N MADEIRA ST
1429546.41454464,595309.730563805,2323,1606,083,USE2021-52023,Y,2021/05/13 00:00:00+00,May 13 2021 12,1-08,1-08,H,13,Middle East,1606 083,827 N MADEIRA ST
1429547.80233714,595285.622344315,2324,1606,085,USE2021-54760,Y,2021/10/27 00:00:00+00,Oct 27 2021 12,1-08,1-08,H,13,Middle East,1606 085,823 N MADEIRA ST
1429548.75541922,595261.781840816,2325,1606,087,USE2022-51869,Y,2022/03/02 00:00:00+00,Mar  2 2022 12,1-08,1-08,H,13,Middle East,1606 087,819 N MADEIRA ST
1405228.94677547,588739.474675477,2326,2199C,019,USE2020-51660,Y,2020/06/01 00:00:00+00,Jun  1 2020 12,1-08,1-08,H,9,Carroll-South Hilton,2199C019,217 S HILTON ST
1429549.92667672,595237.972833306,2330,1606,089,USE2021-55840,Y,2021/12/23 00:00:00+00,Dec 23 2021 12,1-08,1-08,H,13,Middle East,1606 089,815 N MADEIRA ST
1429551.51788089,595213.382331312,2331,1606,091,USE2021-55839,Y,2021/12/16 00:00:00+00,Dec 16 2021 12,1-08,1-08,H,13,Middle East,1606 091,811 N MADEIRA ST
1417101.05754563,588365.723782554,2351,0856A,067,USE2022-54354,Y,2023/02/08 00:00:00+00,Feb  8 2023 12,1-08,1-08,E,10,Washington Village/Pigtown,0856A067,623 ARCHER ST
1417101.60774139,588354.222165138,2352,0856A,068,USE2020-55625,Y,2020/12/17 00:00:00+00,Dec 17 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0856A068,625 ARCHER ST
1417102.15793714,588341.882950976,2353,0856A,069,USE2022-51085,Y,2022/02/02 00:00:00+00,Feb  2 2022 12,7-03,1-08,E,10,Washington Village/Pigtown,0856A069,627 ARCHER ST
1417103.80360314,588305.821343318,2356,0856A,072,USE2024-55010,Y,2024/10/11 00:00:00+00,Oct 11 2024 12,1-08,1-08,E,10,Washington Village/Pigtown,0856A072,633 ARCHER ST
1417105.08083156,588280.021526143,2358,0856A,074,USE2017-52971,Y,2017/09/29 15:00:01+00,Sep 29 2017  3,1-08,1-08,E,10,Washington Village/Pigtown,0856A074,637 ARCHER ST
1417161.39075831,588135.963087231,2363,0856B,005,USE2016-01686,Y,2016/12/20 00:00:00+00,Dec 20 2016 12,SF,2FD,E,10,Washington Village/Pigtown,0856B005,1006 W CROSS ST
1421417.18769288,585939.622991726,2395,0964,002,USE2017-00474,Y,2017/02/06 10:42:51+00,Feb  6 2017 10,SF,SF,B,11,Federal Hill,0964 002,4 W OSTEND ST
1421440.8113333,586079.243775472,2438,0964,039,USE2020-52403,Y,2020/06/12 00:00:00+00,Jun 12 2020 12,1-08,1-08,B,11,Federal Hill,0964 039,1214 S CHARLES ST
1431895.77565956,596609.188594803,2465,1576,008C,USE2016-01455,Y,2016/05/10 00:00:00+00,May 10 2016 12,SF,SF,H,13,Biddle Street,1576 008C,2828 E CHASE ST
1431866.05196571,596860.43284297,2500,1576,035,USE2018-55722,Y,2018/12/21 13:00:09+00,Dec 21 2018  1,1-08,1-08,H,13,Biddle Street,1576 035,2831 E BIDDLE ST
1431893.98760539,596861.930871472,2502,1576,037,USE2015-05605,Y,2016/08/23 00:00:00+00,Aug 23 2016 12,VAC,SF,H,13,Biddle Street,1576 037,2835 E BIDDLE ST
1431753.21820189,596149.151457146,2503,1576,054,USE2019-51438,Y,2019/03/22 15:30:06+00,Mar 22 2019  3,1-08,1-08,H,13,Biddle Street,1576 054,1015 N KENWOOD AVE
1431739.45018481,596394.860283315,2524,1576,072,USE2023-54566,Y,2023/09/22 00:00:00+00,Sep 22 2023 12,1-08,1-08,H,13,Biddle Street,1576 072,1051 N KENWOOD AVE
1431739.11488363,596409.539059728,2525,1576,073,USE2015-01298,Y,2015/05/06 00:00:00+00,May  6 2015 12,VAC,SF,H,13,Biddle Street,1576 073,1053 N KENWOOD AVE
1429837.61507772,599430.814841315,2592,1453,016,USE2016-01830,Y,2017/02/16 00:00:00+00,Feb 16 2017 12,ASM,ASM,J,13,Broadway East,1453 016,1831 N GAY ST
1428169.72766547,598211.020692974,2618,1479,028,USE2022-55167,Y,2022/09/07 00:00:00+00,Sep  7 2022 12,1-08,1-08,I,12,Broadway East,1479 028,1925 E FEDERAL ST
1428156.00722048,597960.122244641,2644,1479,055,USE2024-53915,Y,2024/07/30 00:00:00+00,Jul 30 2024 12,1-08,1-08,I,12,Broadway East,1479 055,1910 E OLIVER ST
1428144.0183993,597959.195409223,2645,1479,056,USE2023-56044,Y,2024/03/10 00:00:00+00,Mar 10 2024 12,7-03,1-08,I,12,Broadway East,1479 056,1908 E OLIVER ST
1428081.7527758,597956.099942982,2647,1479,058,USE2023-55835,Y,2025/05/27 00:00:00+00,May 27 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,12,Broadway East,1479 058,1904 E OLIVER ST
1430594.13587439,594993.86866273,2695,1625,020,USE2018-53198,Y,2018/06/29 15:30:03+00,Jun 29 2018  3,1-08,1-08,I,13,Milton-Montford,1625 020,739 N MILTON AVE
1430753.45707805,595026.970630646,2701,1625,030,USE2021-51577,Y,2021/06/14 00:00:00+00,Jun 14 2021 12,1-08,1-08,I,13,Milton-Montford,1625 030,2511 E MADISON ST
1430860.5109978,594981.133451983,2716,1625,041,USE2024-52052,Y,2024/08/23 00:00:00+00,Aug 23 2024 12,1-08,1-08,I,13,Milton-Montford,1625 041,720 N LUZERNE AVE
1430861.57267547,594952.804440394,2718,1625,043,USE2021-51419,Y,2021/04/09 00:00:00+00,Apr  9 2021 12,7-03,1-08,I,13,Milton-Montford,1625 043,716 N LUZERNE AVE
1430863.92601722,594909.314041808,2721,1625,046,BUSE-25-005472,Y,2026/01/06 00:00:00+00,Jan  6 2026 12,Single Family Dwelling,Single Family Dwelling,I,13,Milton-Montford,1625 046,710 N LUZERNE AVE
1430867.3889368,594836.544502303,2726,1625,051,USE2023-55231,Y,2024/03/28 00:00:00+00,Mar 28 2024 12,7-03,1-08,I,13,Milton-Montford,1625 051,700 N LUZERNE AVE
1430672.62292214,594773.28019315,2736,1625,066,BUSE-25-005579,Y,2026/01/02 00:00:00+00,Jan  2 2026 12,Single Family Dwelling,Single Family Dwelling,I,13,Milton-Montford,1625 066,2512 E MONUMENT ST
1430680.23872055,594900.229742393,2744,1625,074,USE2021-52273,Y,2022/02/28 00:00:00+00,Feb 28 2022 12,1-08,1-08,I,13,Milton-Montford,1625 074,712 N ROSE ST
1430677.00611547,594960.002588734,2753,1625,079,USE2024-56383,Y,2025/02/13 00:00:00+00,Feb 13 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,13,Milton-Montford,1625 079,722 N ROSE ST
1430782.41830622,594977.639364481,2755,1625,081,USE2014-05906,Y,2015/11/02 00:00:00+00,Nov  2 2015 12,SF,SF,I,13,Milton-Montford,1625 081,725 N ROSE ST
1430782.7769013,594954.334621057,2757,1625,083,USE2022-55284,Y,2022/12/02 00:00:00+00,Dec  2 2022 12,1-08,1-08,I,13,Milton-Montford,1625 083,721 N ROSE ST
1430784.6804408,594929.990181565,2759,1625,085,USE2015-01357,Y,2015/04/23 00:00:00+00,Apr 23 2015 12,SF,SF,I,13,Milton-Montford,1625 085,717 N ROSE ST
1430785.11777589,594917.972489059,2760,1625,086,USE2019-51609,Y,2019/04/17 15:30:05+00,Apr 17 2019  3,1-08,1-08,I,13,Milton-Montford,1625 086,715 N ROSE ST
1430785.67748605,594906.132617727,2761,1625,087,USE2022-55290,Y,2022/12/16 00:00:00+00,Dec 16 2022 12,1-08,1-08,I,13,Milton-Montford,1625 087,713 N ROSE ST
1430786.62695922,594894.080804557,2762,1625,088,USE2018-50243,Y,2018/06/20 11:22:16+00,Jun 20 2018 11,1-08,1-08,I,13,Milton-Montford,1625 088,711 N ROSE ST
1430788.05871488,594870.222584561,2764,1625,090,USE2024-52284,Y,2024/05/09 00:00:00+00,May  9 2024 12,1-08,1-08,I,13,Milton-Montford,1625 090,707 N ROSE ST
1409091.93609673,590436.25671497,2769,2171,036,USE2023-51909,Y,2023/07/24 00:00:00+00,Jul 24 2023 12,1-08,1-08,J,9,Shipley Hill,2171 036,2577 W BALTIMORE ST
1430981.12657022,595040.791797221,2783,1626,013,USE2023-55363,Y,2023/10/25 00:00:00+00,Oct 25 2023 12,3-52,3-52,I,13,Madison-Eastend,1626 013,2601 E MADISON ST
1431243.38326356,595056.494193643,2802,1626,031,USE2021-53439,Y,2021/07/27 00:00:00+00,Jul 27 2021 12,1-08,1-08,I,13,Madison-Eastend,1626 031,2637 E MADISON ST
1431259.24084339,595004.48248665,2809,1626,035,USE2024-56673,Y,2024/12/20 00:00:00+00,Dec 20 2024 12,1-08,1-08,I,13,Madison-Eastend,1626 035,722 N LAKEWOOD AVE
1431263.55218647,594925.099443316,2815,1626,041,USE2016-02317,Y,2016/08/23 00:00:00+00,Aug 23 2016 12,VAC,SF,I,13,Madison-Eastend,1626 041,710 N LAKEWOOD AVE
1417829.87859455,588269.789919317,2848,0858,115,USE2018-52698,Y,2019/02/06 15:30:04+00,Feb  6 2019  3,1-08,1-08,E,10,Washington Village/Pigtown,0858 115,808 MANGOLD ST
1418166.71322273,588491.283570811,2894,0859,005,USE2016-04189,Y,2016/09/14 13:11:11+00,Sep 14 2016  1,SF,SF,E,10,Washington Village/Pigtown,0859 005,818 S PACA ST
1425219.94189839,599131.518195808,2954,1099B,105,USE2023-54048,Y,2024/06/03 00:00:00+00,Jun  3 2024 12,1-08,1-08,J,12,Oliver,1099B105,1816 AIKEN ST
1425335.04731122,599023.558766067,2978,1099B,124,USE2022-51392,Y,2022/04/26 00:00:00+00,Apr 26 2022 12,7-03,1-12,G,12,Oliver,1099B124,1803 AIKEN ST
1425883.59903564,599228.557043731,2995,1100,033,USE2019-53587,Y,2019/11/01 15:30:08+00,Nov  1 2019  3,1-08,1-08,G,12,Oliver,1100 033,1836 N CAROLINE ST
1425886.04588114,599163.834404141,2999,1100,037,USE2022-52632,Y,2023/11/26 00:00:00+00,Nov 26 2023 12,1-08,1-08,G,12,Oliver,1100 037,1828 N CAROLINE ST
1425842.14898731,598980.336411566,3016,1100,051,USE2018-50357,Y,2018/02/08 14:00:00+00,Feb  8 2018  2,1-08,1-08,G,12,Oliver,1100 051,1418 E LAFAYETTE AVE
1425786.17895488,598982.072300479,3020,1100,055,USE2015-03821,Y,2016/04/14 00:00:00+00,Apr 14 2016 12,SF,SF,G,12,Oliver,1100 055,1410 E LAFAYETTE AVE
1426049.41202421,599078.55504714,3032,1101,008,USE2022-53316,Y,2022/05/20 00:00:00+00,May 20 2022 12,1-08,1-08,I,12,Oliver,1101 008,1815 N CAROLINE ST
1426048.07311614,599108.230840817,3034,1101,010,USE2021-52492,Y,2021/06/02 00:00:00+00,Jun  2 2021 12,1-08,1-08,I,12,Oliver,1101 010,1819 N CAROLINE ST
1426044.81918564,599181.178529561,3039,1101,015,USE2020-53907,Y,2020/09/02 00:00:00+00,Sep  2 2020 12,1-08,1-08,I,12,Oliver,1101 015,1829 N CAROLINE ST
1426041.51243372,599225.252260312,3045,1101,018,USE2023-53114,Y,2023/10/31 00:00:00+00,Oct 31 2023 12,1-08,1-08,I,12,Oliver,1101 018,1835 N CAROLINE ST
1426021.40190963,599351.1854074,3050,1101,023,USE2020-55313,Y,2021/11/22 00:00:00+00,Nov 22 2021 12,1-08,1-08,I,12,Oliver,1101 023,1503 E NORTH AVE
1408703.83976005,586822.499178723,3092,2107A,002I,USE2021-52889,Y,2021/07/16 00:00:00+00,Jul 16 2021 12,1-08,1-08,H,9,Millhill,2107A002I,2735 WILKENS AVE
1427504.08168705,591802.692302316,3097,1734,130,USE2022-57015,Y,2022/12/22 00:00:00+00,Dec 22 2022 12,1-08,1-08,B,13,Washington Hill,1734 130,13 YOGURT LANE
1428550.53792746,591926.60084714,3175,1736,011,USE2018-53103,Y,2018/06/19 13:00:08+00,Jun 19 2018  1,1-08,1-08,B,13,Washington Hill,1736 011,8 S WASHINGTON ST
1426646.27500372,594946.575122148,3209,1228,018,USE2016-01208,Y,2016/09/26 00:00:00+00,Sep 26 2016 12,SF,SF,G,12,Gay Street,1228 018,803 N BOND ST
1426692.8776008,596799.772859305,3224,1164A,082,USE2020-55059,Y,2020/12/04 00:00:00+00,Dec  4 2020 12,1-08,1-08,E,12,Oliver,1164A082,1611 HAKESLEY PL
1426679.66962197,596332.015920803,3258,1164B,011,USE2024-53861,Y,2024/08/01 00:00:00+00,Aug  1 2024 12,1-08,1-08,E,12,Gay Street,1164B011,1618 E CHASE ST
1426623.04178247,596322.235428557,3262,1164B,015,USE2023-52698,Y,2023/05/31 00:00:00+00,May 31 2023 12,1-08,1-08,E,12,Gay Street,1164B015,1610 E CHASE ST
1426580.17736688,596452.200063646,3271,1164B,025,USE2019-50651,Y,2019/03/01 15:00:04+00,Mar  1 2019  3,1-08,1-08,E,12,Gay Street,1164B025,1113 N BOND ST
1426576.92802955,596511.282950729,3275,1164B,029,USE2021-54726,Y,2021/10/12 00:00:00+00,Oct 12 2021 12,7-03,1-08,E,12,Gay Street,1164B029,1121 N BOND ST
1426575.38275705,596539.077514559,3277,1164B,031,USE2019-50650,Y,2019/03/01 15:00:04+00,Mar  1 2019  3,1-08,1-08,E,12,Gay Street,1164B031,1125 N BOND ST
1426573.79975498,596567.832050234,3279,1164B,033,USE2019-51178,Y,2019/03/19 13:30:07+00,Mar 19 2019  1,1-08,1-08,E,12,Gay Street,1164B033,1129 N BOND ST
1426573.03827356,596581.764765143,3280,1164B,034,USE2020-51875,Y,2020/05/15 00:00:00+00,May 15 2020 12,1-08,1-08,E,12,Gay Street,1164B034,1131 N BOND ST
1426645.16280122,596570.190969393,3283,1164B,037,USE2018-55032,Y,2018/10/15 08:30:07+00,Oct 15 2018  8,1-08,1-08,E,12,Gay Street,1164B037,1603 E BIDDLE ST
1426675.0429908,596571.850742981,3288,1164B,039,USE2023-54360,Y,2023/10/26 00:00:00+00,Oct 26 2023 12,1-08,1-08,E,12,Gay Street,1164B039,1607 E BIDDLE ST
1426718.85031788,596577.353028566,3291,1164B,042,USE2018-53683,Y,2018/08/09 15:00:05+00,Aug  9 2018  3,1-08,1-08,E,12,Gay Street,1164B042,1613 E BIDDLE ST
1418978.24867314,594291.514424399,3359,0500,024,USE2019-54738,Y,2019/11/26 15:30:30+00,Nov 26 2019  3,1-08,1-08,E,11,Seton Hill,0500 024,719 DRUID HILL AVE
1430196.20688023,596519.989954308,3511,1555,055,USE2023-56113,Y,2023/12/12 00:00:00+00,Dec 12 2023 12,1-08,1-08,J,13,Biddle Street,1555 055,2416 E CHASE ST
1410380.82492314,596355.21830222,3586,0047,024,USE2022-55079,Y,2023/02/07 00:00:00+00,Feb  7 2023 12,7-03,1-05,I,9,Bridgeview/Greenlawn,0047 024,1257 N BENTALOU ST
1415615.93223505,594650.644283563,3621,0092,017,USE2024-57365,Y,2025/01/30 00:00:00+00,Jan 30 2025 12,1-07,1-12,I,9,Harlem Park,0092 017,1013 W LAFAYETTE AVE
1415663.00595981,594408.660515562,3628,0092,030,USE2024-55176,Y,2024/10/08 00:00:00+00,Oct  8 2024 12,1-08,1-08,I,9,Harlem Park,0092 030,1022 W LANVALE ST
1415718.00289705,594411.403620318,3631,0092,033,USE2017-50518,Y,2017/08/21 14:30:04+00,Aug 21 2017  2,VAC,SF,I,9,Harlem Park,0092 033,1016 W LANVALE ST
