X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1439747.1290513,616425.576455399,190402,5612A,013,USE2016-04228,Y,2016/09/14 11:14:00+00,Sep 14 2016 11,SF,SF,D,3,Westfield,5612A013,6405 SEFTON AVE
1445310.33478838,613767.110971808,190429,5711,032,USE2018-54605,Y,2018/11/13 07:00:41+00,Nov 13 2018  7,1-05,1-05,D,2,Cedmont,5711 032,4338 GLENMORE AVE
1440642.49208997,617604.59804748,190500,5559,065,USE2016-00157,Y,2016/01/27 00:00:00+00,Jan 27 2016 12,SF,SF,D,3,North Harford Road,5559 065,3200 E NORTHERN PKWY
1440148.84806414,617966.332560226,190541,5559,103,USE2018-54674,Y,2018/11/20 14:30:01+00,Nov 20 2018  2,1-05,1-05,D,3,North Harford Road,5559 103,3109 NORTHWAY DR
1441268.57974856,611269.837423056,190744,5695,015,USE2021-56139,Y,2022/01/28 00:00:00+00,Jan 28 2022 12,1-08,1-08,F,2,Hamilton,5695 015,4122 WHITE AVE
1441387.93449672,612105.154978141,190779,5695A,010,USE2022-56813,Y,2022/11/28 00:00:00+00,Nov 28 2022 12,1-05,1-05,D,2,Hamilton,5695A010,5906 BENTON HEIGHTS AVE
1440488.63675463,612451.011241809,190857,5689,001,USE2016-02738,Y,2016/12/09 14:37:17+00,Dec  9 2016  2,SF,SF,D,2,Hamilton,5689 001,3814 WHITE AVE
1437066.34077772,613670.377897561,190876,5770,007,USE2019-54704,Y,2019/09/19 15:15:54+00,Sep 19 2019  3,1-05,1-05,B,3,Hamilton,5770 007,3109 WISTERIA AVE
1437152.8507753,613590.444330394,190878,5770,009,USE2024-55235,Y,2024/11/26 00:00:00+00,Nov 26 2024 12,1-07,1-07,B,3,Hamilton,5770 009,3113 WISTERIA AVE
1436587.98510714,612826.314296976,190923,5774,003A,USE2017-01111,Y,2017/04/13 13:30:19+00,Apr 13 2017  1,SF,SF,B,3,Waltherson,5774 003A,3202 ECHODALE AVE
1441170.83519338,620386.333625734,191017,5538,008B,USE2017-51988,Y,2017/10/02 15:00:01+00,Oct  2 2017  3,1-05,1-05,D,3,North Harford Road,5538 008B,3102 CLEARVIEW AVE
1438773.95317614,615505.233151734,191083,5625,002A,USE2017-50036,Y,2017/03/07 15:34:35+00,Mar  7 2017  3,VAC,SF,D,3,Westfield,5625 002A,6002 BURGESS AVE
1440955.2191548,616359.818056732,191147,5609,038,USE2015-00922,Y,2015/03/16 00:00:00+00,Mar 16 2015 12,SF,SF,D,2,Westfield,5609 038,6501 MOYER AVE
1440615.5032988,617372.50894472,191194,5610,006,USE2020-50398,Y,2021/04/26 00:00:00+00,Apr 26 2021 12,1-05,1-05,D,3,Westfield,5610 006,3203 E NORTHERN PKWY
1436423.08254981,616576.991834983,191324,5417,019,USE2018-56239,Y,2019/01/02 14:30:04+00,Jan  2 2019  2,1-05,1-05,D,3,Hamilton Hills,5417 019,2807 BEECHLAND AVE
1436473.06309289,616575.487900972,191325,5417,020,USE2016-04316,Y,2016/09/20 10:54:46+00,Sep 20 2016 10,VAC,SF,D,3,Hamilton Hills,5417 020,2809 BEECHLAND AVE
1436030.01903147,616448.46059598,191371,5417A,047,USE2016-00527,Y,2016/02/12 00:00:00+00,Feb 12 2016 12,SF,SF,D,3,Hamilton Hills,5417A047,2618 ROSELAWN AVE
1444486.56543855,611722.66755414,191499,5724,116,USE2021-52546,Y,2021/06/02 00:00:00+00,Jun  2 2021 12,1-05,1-05,D,2,Cedmont,5724 116,4501 POWELL AVE
1434880.02395613,611262.331532553,191549,5810,041,BUSE-25-000053,Y,2025/03/05 00:00:00+00,Mar  5 2025 12,Single Family Dwelling,Single Family Dwelling,D,3,Waltherson,5810 041,3006 SOUTHERN AVE
1434601.72792481,611251.927353889,191577,5811,004,USE2024-51790,Y,2024/08/06 00:00:00+00,Aug  6 2024 12,3-26,3-26,D,3,Moravia-Walther,5811 004,4725 HARFORD ROAD
1437505.34383672,617491.409953639,191685,5494,030,USE2017-00997,Y,2017/03/22 16:12:41+00,Mar 22 2017  4,VAC,SF,D,3,Westfield,5494 030,2814 LOUISE AVE
1437884.4556113,616924.100720808,191706,5495,002,USE2017-50365,Y,2017/10/16 15:00:01+00,Oct 16 2017  3,SF,SF,D,3,Westfield,5495 002,2928 SYLVAN AVE
1431868.17171213,616169.214435309,191902,5288,156,USE2019-52587,Y,2019/05/29 16:10:49+00,May 29 2019  4,1-08,1-08,D,4,Loch Raven,5288 156,2019 RAMBLEWOOD ROAD
1445054.24343705,614158.916618645,192060,5710,026,USE2021-52195,Y,2023/06/29 00:00:00+00,Jun 29 2023 12,1-05,1-05,D,2,Cedmont,5710 026,4220 BELMAR AVE
1445104.01269448,614154.119056061,192061,5710,027,USE2016-04286,Y,2017/02/10 10:17:14+00,Feb 10 2017 10,1-05,1-14,D,2,Cedmont,5710 027,4222 BELMAR AVE
1438292.81470272,610259.069759563,192144,5786A,032,USE2015-00511,Y,2015/07/07 00:00:00+00,Jul  7 2015 12,SF,SF,D,2,Waltherson,5786A032,3818 ECHODALE AVE
1440990.02879646,614901.044071391,192212,5643,010,USE2016-04319,Y,2017/01/18 14:38:38+00,Jan 18 2017  2,SF,SF,D,2,Westfield,5643 010,6102 ALTA AVE
1444392.82284389,611433.581846222,192244,5733D,070,USE2015-04694,Y,2016/01/28 00:00:00+00,Jan 28 2016 12,SF,SF,D,2,Cedmont,5733D070,5922 CEDONIA AVE
1405665.56073163,615904.564374059,192449,4701,002,USE2019-56351,Y,2020/06/11 00:00:00+00,Jun 11 2020 12,1-05,1-05,A,5,Mount Washington,4701 002,2420 W ROGERS AVE
1434329.65793088,616545.381005809,192502,5408C,011,USE2022-52013,Y,2022/06/23 00:00:00+00,Jun 23 2022 12,7-03,1-05,D,3,Hamilton Hills,5408C011,5615 MCCLEAN BLVD
1437206.22370006,617968.829930559,192579,5493,001,USE2016-04473,Y,2016/12/02 10:26:29+00,Dec  2 2016 10,2FD,SF,D,3,Westfield,5493 001,6401 OLD HARFORD ROAD
1443425.22077647,614536.660941899,192646,5603,019,USE2020-51683,Y,2020/06/05 00:00:00+00,Jun  5 2020 12,1-05,1-05,D,2,Rosemont East,5603 019,6301 EVERALL AVE
1443003.48146246,615205.045759976,192686,5603B,014,USE2021-51020,Y,2021/03/16 00:00:00+00,Mar 16 2021 12,1-09,1-09,D,2,Rosemont East,5603B014,6403 RIDGEVIEW AVE
1438042.81881164,615449.81298697,192849,5681,003,USE2015-04835,Y,2017/02/07 00:00:00+00,Feb  7 2017 12,SF,SF,D,3,Hamilton,5681 003,3023 GLENMORE AVE
1437975.96461464,615470.432368308,192850,5681,004,USE2020-52330,Y,2020/07/06 00:00:00+00,Jul  6 2020 12,1-07,1-07,D,3,Hamilton,5681 004,3021 GLENMORE AVE
1438183.10986964,616771.215855971,192963,5618,009,USE2020-51380,Y,2020/10/16 00:00:00+00,Oct 16 2020 12,1-11,1-05,D,3,Westfield,5618 009,6209 HARFORD ROAD
1403295.7590408,610889.153473139,193151,4600,024,USE2020-53111,Y,2020/08/06 00:00:00+00,Aug  6 2020 12,1-08,1-08,I,6,Langston Hughes,4600 024,3710 ARCADIA AVE
1405351.94784181,616572.482329562,193257,4691,044,USE2020-54969,Y,2020/12/16 00:00:00+00,Dec 16 2020 12,1-05,1-05,A,5,Mount Washington,4691 044,5611 PIMLICO ROAD
1437744.68784621,612555.842396975,193281,5762,018,USE2020-51429,Y,2021/05/27 00:00:00+00,May 27 2021 12,1-05,1-05,D,3,Hamilton,5762 018,3410 HAMILTON AVE
1437827.21720871,612538.525502473,193282,5762,019,USE2020-55868,Y,2020/12/28 00:00:00+00,Dec 28 2020 12,1-05,1-05,D,3,Hamilton,5762 019,3412 HAMILTON AVE
1438432.78883222,612912.076920733,193322,5763,034,USE2023-56139,Y,2023/12/18 00:00:00+00,Dec 18 2023 12,1-05,1-05,D,3,Hamilton,5763 034,5600 WINTHROPE AVE
1439071.26524556,613277.426255643,193334,5763,050,USE2022-56481,Y,2023/08/04 00:00:00+00,Aug  4 2023 12,1-05,1-05,D,3,Hamilton,5763 050,5702 WINTHROPE AVE
1438448.53650413,613714.170132816,193352,5764,016,USE2017-00189,Y,2017/02/07 08:55:49+00,Feb  7 2017  8,SF,SF,D,3,Hamilton,5764 016,3306 BAYONNE AVE
1443661.60022497,613258.147094727,193475,5715,010,USE2015-04045,Y,2015/11/20 00:00:00+00,Nov 20 2015 12,2FD,2FD,D,2,Cedmont,5715 010,4204 RASPE AVE
1445152.09101039,613075.27672556,193524,5717,047,USE2015-05381,Y,2016/03/10 00:00:00+00,Mar 10 2016 12,SF,SF,D,2,Cedmont,5717 047,4430 RASPE AVE
1445105.9273888,612888.184908137,193540,5719,018,USE2017-51829,Y,2017/07/25 15:30:01+00,Jul 25 2017  3,1-05,1-05,D,2,Cedmont,5719 018,4429 RASPE AVE
1407678.68006498,612506.416314721,193581,4798,085,USE2016-03875,Y,2017/03/31 15:26:14+00,Mar 31 2017  3,SF,SF,F,6,Cylburn,4798 085,2709 RUSCOMBE LANE
1407210.69018731,612490.325139567,193595,4798,076,USE2016-04534,Y,2017/02/10 10:56:01+00,Feb 10 2017 10,SF,SF,F,6,Cylburn,4798 076,2813 RUSCOMBE LANE
1408024.66198455,612212.792886227,193629,4801,009,USE2017-00449,Y,2017/02/08 12:42:22+00,Feb  8 2017 12,SF,SF,F,6,Cylburn,4801 009,4803 LANIER AVE
1435332.95644923,612244.339411065,193667,5804,031,USE2016-00134,Y,2016/04/21 00:00:00+00,Apr 21 2016 12,VAC,COM,F,3,Waltherson,5804 031,5009 HARFORD ROAD
1436113.1402563,605052.381682143,193675,5931,010,USE2015-04746,Y,2016/02/12 00:00:00+00,Feb 12 2016 12,VAC,SF,F,2,Belair-Edison,5931 010,4318 SHELDON AVE
1436128.52047488,605038.684202984,193676,5931,011,USE2017-51272,Y,2017/06/30 14:30:00+00,Jun 30 2017  2,1-08,1-08,F,2,Belair-Edison,5931 011,4320 SHELDON AVE
1436399.11704655,604785.612858728,193692,5931,027,USE2019-50420,Y,2019/05/03 15:00:09+00,May  3 2019  3,1-08,1-08,F,2,Belair-Edison,5931 027,4352 SHELDON AVE
1436518.89567839,604672.692152813,193700,5931,035,USE2016-03496,Y,2016/09/16 14:19:58+00,Sep 16 2016  2,VAC,SF,F,2,Belair-Edison,5931 035,4368 SHELDON AVE
1436053.72830164,605262.030869141,193703,5931,038,USE2015-04575,Y,2015/10/26 00:00:00+00,Oct 26 2015 12,SF,SF,F,2,Belair-Edison,5931 038,4301 NICHOLAS AVE
1436293.65137821,605025.880750895,193712,5931,047,BUSE-25-001617,Y,2025/06/04 00:00:00+00,Jun  4 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,F,2,Belair-Edison,5931 047,4337 NICHOLAS AVE
1441092.83797406,610426.887009233,193750,6005A,001,USE2015-01875,Y,2015/05/05 00:00:00+00,May  5 2015 12,VAC,SF,D,2,Frankford,6005A001,4210 HAMILTON AVE
1441666.43492398,609935.060893148,193759,6005A,008A,USE2016-00645,Y,2016/12/08 00:00:00+00,Dec  8 2016 12,VAC,SF,D,2,Frankford,6005A008A,4316 HAMILTON AVE
1441069.02962272,610515.436700895,193797,6005B,043,USE2019-51748,Y,2019/04/29 16:00:05+00,Apr 29 2019  4,1-05,1-05,D,2,Frankford,6005B043,4202 HAMILTON AVE
1438475.43343197,608563.114818141,193821,5845,001,USE2016-02502,Y,2016/10/12 00:00:00+00,Oct 12 2016 12,MIXC,MIXC,D,2,Waltherson,5845 001,5120 BELAIR ROAD
1438569.62976588,608647.361696899,193828,5845,007,USE2020-51515,Y,2020/04/01 00:00:00+00,Apr  1 2020 12,1-08,1-09,D,2,Waltherson,5845 007,5134 BELAIR ROAD
1438302.26251847,608556.506563649,193850,5845A,016,USE2017-00347,Y,2017/03/01 13:20:21+00,Mar  1 2017  1,VAC,SF,D,2,Waltherson,5845A016,5113 BENTON HEIGHTS AVE
1438245.49852438,608503.614280984,193855,5845A,021,USE2017-00583,Y,2017/04/24 09:20:06+00,Apr 24 2017  9,SF,SF,D,2,Waltherson,5845A021,5103 BENTON HEIGHTS AVE
1438235.47131348,608343.210730389,193866,5845B,010,USE2018-56152,Y,2019/01/10 16:30:03+00,Jan 10 2019  4,1-08,1-08,D,2,Waltherson,5845B010,5018 BELAIR ROAD
1438250.20258322,608354.784526139,193867,5845B,011,BUSE-26-000359,Y,2026/02/27 00:00:00+00,Feb 27 2026 12,Mixed Use (Commerical),Office,D,2,Waltherson,5845B011,5020 BELAIR ROAD
1438262.77736121,608369.099458143,193868,5845B,012,BUSE-25-005478,Y,2026/01/06 00:00:00+00,Jan  6 2026 12,Dwelling: Live-Work,Dwelling: Live-Work,D,2,Waltherson,5845B012,5022 BELAIR ROAD
1434492.37217239,603991.114447728,193878,5907,026,USE2016-03517,Y,2016/10/13 10:13:48+00,Oct 13 2016 10,SF,SF,H,13,Belair-Edison,5907 026,3033 KENYON AVE
1434469.64977689,603877.599910975,193883,5907,031,USE2019-50548,Y,2019/03/11 07:30:07+00,Mar 11 2019  7,1-08,1-08,H,13,Belair-Edison,5907 031,3044 CHESTERFIELD AVE
1434417.39922522,603924.970551148,193888,5907,036,USE2015-01200,Y,2015/04/13 00:00:00+00,Apr 13 2015 12,VAC,SF,H,13,Belair-Edison,5907 036,3034 CHESTERFIELD AVE
1434325.50734864,604010.380157232,193897,5907,045,USE2015-01457,Y,2015/04/27 00:00:00+00,Apr 27 2015 12,SF,SF,H,13,Belair-Edison,5907 045,3016 CHESTERFIELD AVE
1434304.70227213,604029.715092316,193899,5907,047,USE2019-51847,Y,2019/08/08 15:30:12+00,Aug  8 2019  3,1-08,1-08,H,13,Belair-Edison,5907 047,3012 CHESTERFIELD AVE
1434284.09765455,604048.854817808,193901,5907,049,BUSE-26-000662,Y,2026/02/23 00:00:00+00,Feb 23 2026 12,Single Family Dwelling,Single Family Dwelling,H,13,Belair-Edison,5907 049,3008 CHESTERFIELD AVE
1434253.14758523,604077.621820644,193904,5907,052,USE2020-51357,Y,2020/09/23 00:00:00+00,Sep 23 2020 12,1-08,1-08,H,13,Belair-Edison,5907 052,3002 CHESTERFIELD AVE
1434396.72275738,604338.950694308,193911,5908,006,USE2019-52840,Y,2019/06/24 15:00:10+00,Jun 24 2019  3,1-08,1-08,H,13,Belair-Edison,5908 006,3811 BELAIR ROAD
1434434.94741847,604379.365311638,193915,5908,010,USE2019-50959,Y,2019/02/27 17:00:03+00,Feb 27 2019  5,1-08,1-08,H,13,Belair-Edison,5908 010,3819 BELAIR ROAD
1434462.89847806,604410.13099815,193918,5908,013,USE2021-51757,Y,2021/12/30 00:00:00+00,Dec 30 2021 12,1-08,1-08,H,13,Belair-Edison,5908 013,3825 BELAIR ROAD
1434592.79388756,604099.494152233,193944,5908,039,USE2023-53242,Y,2023/06/26 00:00:00+00,Jun 26 2023 12,1-08,1-08,H,13,Belair-Edison,5908 039,3032 KENYON AVE
1444868.85601255,616033.539837897,194023,5585,007A,USE2020-55626,Y,2021/03/01 00:00:00+00,Mar  1 2021 12,1-05,1-05,D,2,Overlea,5585 007A,4010 E NORTHERN PKWY
1441739.64803214,611603.768841803,194061,5695F,054,USE2021-54573,Y,2021/11/03 00:00:00+00,Nov  3 2021 12,1-08,1-08,F,2,Hamilton,5695F054,4117 GRANITE AVE
1436270.97983564,611542.714830056,194256,5804,077,USE2016-04762,Y,2016/10/17 10:07:20+00,Oct 17 2016 10,SF,SF,F,3,Waltherson,5804 077,3307 LERCH DR
1436197.5081978,611614.140212148,194258,5804,079,USE2017-53534,Y,2017/11/01 14:30:02+00,Nov  1 2017  2,1-05,1-05,F,3,Waltherson,5804 079,3303 LERCH DR
1436002.42820738,611792.671023056,194287,5804,102,USE2023-52601,Y,2023/06/22 00:00:00+00,Jun 22 2023 12,7-03,1-05,F,3,Waltherson,5804 102,5006 ROSS ROAD
1435789.26393555,611321.460679397,194296,5804,111,USE2017-51049,Y,2017/06/09 15:04:07+00,Jun  9 2017  3,1-07,1-05,D,3,Waltherson,5804 111,4906 ROSS ROAD
1435346.65524071,611018.165026143,194302,5809,002,USE2019-53706,Y,2019/07/31 15:30:08+00,Jul 31 2019  3,1-05,1-05,D,3,Waltherson,5809 002,4803 ARABIA AVE
1436827.78974564,613079.050996229,194346,5774A,001C,USE2019-56415,Y,2020/02/21 00:00:00+00,Feb 21 2020 12,1-05,1-05,B,3,Waltherson,5774A001C,3202 GIBBONS AVE
1434561.66763747,602991.094794229,194398,5923,005,USE2018-52492,Y,2018/05/10 15:00:05+00,May 10 2018  3,1-08,1-08,H,13,Belair-Edison,5923 005,3309 KENTUCKY AVE
1434572.2063303,602840.564255387,194430,5923,037,USE2018-52636,Y,2018/07/24 14:30:01+00,Jul 24 2018  2,1-08,1-08,H,13,Belair-Edison,5923 037,3324 BRENDAN AVE
1434671.0230618,602758.987318814,194437,5923,044,USE2024-54715,Y,2024/11/04 00:00:00+00,Nov  4 2024 12,1-08,1-08,H,13,Belair-Edison,5923 044,3338 BRENDAN AVE
1434350.04470114,602871.097658888,194441,5924,004,USE2020-53649,Y,2020/09/16 00:00:00+00,Sep 16 2020 12,7-03,1-08,F,13,Belair-Edison,5924 004,3307 BRENDAN AVE
1438716.34928872,609539.17454581,194490,5826,021,USE2021-56110,Y,2023/06/20 00:00:00+00,Jun 20 2023 12,7-03,1-09,D,2,Waltherson,5826 021,4016 ECHODALE AVE
1438457.6001343,609901.474018067,194497,5826,027A,USE2022-52230,Y,2022/03/15 00:00:00+00,Mar 15 2022 12,7-03,1-09,D,2,Waltherson,5826 027A,3901 CORSE AVE
1438551.67999864,608951.652098805,194510,5827,003,USE2016-03991,Y,2017/01/26 09:57:14+00,Jan 26 2017  9,VAC,SF,D,2,Waltherson,5827 003,4020 BIDDISON LANE
1438690.87000898,608860.103397399,194515,5827,004,USE2016-04233,Y,2016/11/29 15:56:12+00,Nov 29 2016  3,VAC,2FD,D,2,Waltherson,5827 004,5208 BELAIR ROAD
1438707.8122323,608956.592705727,194516,5827,005,USE2016-04234,Y,2017/01/27 14:43:41+00,Jan 27 2017  2,SF,2FD,D,2,Waltherson,5827 005,5214 BELAIR ROAD
1438601.66021363,609445.552029639,194535,5827,018,USE2017-01301,Y,2017/08/16 13:54:54+00,Aug 16 2017  1,VAC,SF,D,2,Waltherson,5827 018,4017 ECHODALE AVE
1438581.81478089,609490.477464721,194536,5827,019,USE2017-01236,Y,2017/05/11 09:51:54+00,May 11 2017  9,SF,SF,D,2,Waltherson,5827 019,4015 ECHODALE AVE
1438311.42687023,609422.937245473,194545,5827,024,USE2021-54899,Y,2021/10/25 00:00:00+00,Oct 25 2021 12,1-08,1-08,D,2,Waltherson,5827 024,5205 EUGENE AVE
1438101.93549131,610243.607848227,194572,5832,009,USE2017-54551,Y,2019/02/28 16:00:02+00,Feb 28 2019  4,1-05,1-05,D,2,Waltherson,5832 009,3815 ECHODALE AVE
1437946.11034364,609970.221583977,194590,5832A,006,USE2023-53671,Y,2023/07/24 00:00:00+00,Jul 24 2023 12,1-05,1-05,D,2,Waltherson,5832A006,3809 FORRESTER AVE
1436414.11898506,620878.911052644,194642,5460A,045,USE2015-04401,Y,2016/02/24 00:00:00+00,Feb 24 2016 12,SF,SF,D,3,Hamilton Hills,5460A045,2505 PARKTRAIL ROAD
1436923.02708797,613237.363999814,194927,5774A,029,USE2020-50619,Y,2020/08/06 00:00:00+00,Aug  6 2020 12,1-08,1-08,B,3,Waltherson,5774A029,3201 HAMILTON AVE
1438307.31565797,612151.932443649,195019,5780,001,USE2021-53267,Y,2021/11/30 00:00:00+00,Nov 30 2021 12,1-05,1-05,D,2,Waltherson,5780 001,3601 HAMILTON AVE
1438354.9861663,612120.922335058,195020,5780,001A,USE2015-01775,Y,2015/11/30 00:00:00+00,Nov 30 2015 12,VAC,SF,D,2,Waltherson,5780 001A,3603 HAMILTON AVE
1435463.90369388,610555.149876058,195028,5811,035,USE2021-53904,Y,2021/08/20 00:00:00+00,Aug 20 2021 12,1-05,1-05,D,3,Moravia-Walther,5811 035,3306 ROSEKEMP AVE
1436153.00270939,605503.087473646,195036,5934A,028,USE2018-54731,Y,2019/03/19 16:00:06+00,Mar 19 2019  4,1-08,1-08,F,2,Belair-Edison,5934A028,4404 KAVON AVE
1436226.40610589,605578.813043982,195043,5934A,035,USE2018-54753,Y,2018/09/24 14:00:04+00,Sep 24 2018  2,1-08,1-08,F,2,Belair-Edison,5934A035,4418 KAVON AVE
1436107.32366689,605399.7914204,195044,5934A,036,USE2017-01024,Y,2017/03/31 10:47:28+00,Mar 31 2017 10,SF,SF,F,2,Belair-Edison,5934A036,4262 NICHOLAS AVE
1436066.42118964,605443.974074811,195048,5934A,040,USE2019-51651,Y,2019/04/09 15:00:06+00,Apr  9 2019  3,1-08,1-08,F,2,Belair-Edison,5934A040,4254 NICHOLAS AVE
1436056.11346747,605454.475694224,195049,5934A,041,USE2019-52897,Y,2019/09/17 13:30:10+00,Sep 17 2019  1,1-08,1-08,F,2,Belair-Edison,5934A041,4252 NICHOLAS AVE
1436024.75690289,605486.389672399,195052,5934A,044,USE2022-54476,Y,2023/01/30 00:00:00+00,Jan 30 2023 12,1-08,1-08,F,2,Belair-Edison,5934A044,4246 NICHOLAS AVE
1436146.28914014,605647.459888309,195072,5934A,057,USE2018-53733,Y,2018/07/26 15:30:02+00,Jul 26 2018  3,1-08,1-08,F,2,Belair-Edison,5934A057,4417 ASBURY AVE
1436745.90342647,605205.232754394,195087,5935,007,USE2015-04699,Y,2016/02/18 00:00:00+00,Feb 18 2016 12,SF,SF,F,2,Frankford,5935 007,4420 MANNASOTA AVE
1436644.83571522,606442.95600073,195101,5936,010,USE2018-55571,Y,2018/11/08 15:30:04+00,Nov  8 2018  3,1-05,1-05,D,2,Frankford,5936 010,4608 ASBURY AVE
1436679.46753572,606485.708211809,195102,5936,011,USE2015-04852,Y,2016/08/16 09:25:24+00,Aug 16 2016  9,VAC,SF,D,2,Frankford,5936 011,4610 ASBURY AVE
1436748.60223997,606571.342226893,195104,5936,013,USE2015-03939,Y,2015/11/19 00:00:00+00,Nov 19 2015 12,VAC,SF,D,2,Frankford,5936 013,4614 ASBURY AVE
1436806.90527298,606450.420552731,195118,5936,028,USE2017-01234,Y,2017/05/11 09:51:02+00,May 11 2017  9,SF,SF,D,2,Frankford,5936 028,4613 ASBURY AVE
1436179.79727522,606211.309154317,195144,5936A,001,USE2019-51288,Y,2019/04/08 16:00:06+00,Apr  8 2019  4,3-42,3-42,F,2,Frankford,5936A001,4501 BELAIR ROAD
1438560.38470563,618305.302682817,195308,5490A,003,USE2023-50747,Y,2023/02/27 00:00:00+00,Feb 27 2023 12,1-05,1-05,D,3,Westfield,5490A003,2907 E NORTHERN PKWY
1441793.09674414,616358.679607555,195355,5603H,097,USE2017-54147,Y,2018/01/17 13:06:34+00,Jan 17 2018  1,1-08,1-08,D,2,Rosemont East,5603H097,6514 HILLTOP AVE
1441132.93074164,614739.039146066,195378,5603J,001,USE2015-04853,Y,2015/11/19 00:00:00+00,Nov 19 2015 12,SF,SF,D,2,Rosemont East,5603J001,3600 GLENMORE AVE
1441224.55424605,615403.982698053,195392,5603J,016,USE2018-56099,Y,2019/05/21 14:49:12+00,May 21 2019  2,1-05,1-05,D,2,Rosemont East,5603J016,6127 ALTA AVE
1407886.89552781,617224.024333566,195499,4704,019,USE2019-56269,Y,2019/12/20 16:00:24+00,Dec 20 2019  4,1-05,1-05,A,5,Mount Washington,4704 019,5603 KENFORD ROAD
1436132.41088705,609793.746543229,195608,5811A,018,USE2016-00084,Y,2016/02/08 00:00:00+00,Feb  8 2016 12,SF,SF,D,3,Moravia-Walther,5811A018,4713 CROSSWOOD AVE
1434001.16350913,603064.898452386,195731,5910B,025,USE2019-53179,Y,2019/11/25 15:30:43+00,Nov 25 2019  3,7-03,1-08,F,13,Belair-Edison,5910B025,3208 LAKE AVE
1433838.53981864,603682.702991053,195749,5911,005,USE2020-52872,Y,2021/06/16 00:00:00+00,Jun 16 2021 12,1-08,1-08,H,13,Belair-Edison,5911 005,3009 KENTUCKY AVE
1433781.63835764,603596.920354232,195763,5911,019,USE2018-55093,Y,2019/01/10 14:30:03+00,Jan 10 2019  2,1-08,1-08,H,13,Belair-Edison,5911 019,3010 BRENDAN AVE
1433989.96405648,603396.215046972,195788,5911A,020,USE2021-55923,Y,2022/04/28 00:00:00+00,Apr 28 2022 12,1-08,1-08,H,13,Belair-Edison,5911A020,3112 BRENDAN AVE
1434003.53325506,603383.116647974,195789,5911A,021,USE2016-01554,Y,2016/08/24 00:00:00+00,Aug 24 2016 12,SF,SF,H,13,Belair-Edison,5911A021,3114 BRENDAN AVE
1434200.42721821,603332.256841555,195796,5911B,002,USE2021-52179,Y,2021/06/30 00:00:00+00,Jun 30 2021 12,1-08,1-08,H,13,Belair-Edison,5911B002,3203 KENTUCKY AVE
1434423.31752047,603117.168689057,195814,5911B,020,USE2024-52169,Y,2024/05/30 00:00:00+00,May 30 2024 12,1-08,1-08,H,13,Belair-Edison,5911B020,3239 KENTUCKY AVE
1434030.23989455,603796.331372723,195841,5912,008,USE2016-00249,Y,2016/12/12 00:00:00+00,Dec 12 2016 12,SF,SF,H,13,Belair-Edison,5912 008,3003 PELHAM AVE
1436170.14276697,604817.644946888,195849,5929,020,USE2018-54929,Y,2018/10/05 16:00:05+00,Oct  5 2018  4,1-08,1-08,F,2,Belair-Edison,5929 020,4339 SHELDON AVE
1435811.81835239,605001.23250623,195870,5929,041,USE2021-52024,Y,2021/05/11 00:00:00+00,May 11 2021 12,1-08,1-08,F,2,Belair-Edison,5929 041,4300 SHAMROCK AVE
1436077.84964447,604750.157220975,195888,5929,059,USE2021-52930,Y,2021/09/08 00:00:00+00,Sep  8 2021 12,1-08,1-08,F,2,Belair-Edison,5929 059,4336 SHAMROCK AVE
1436122.68354431,604707.739654899,195890,5929,061,USE2019-50722,Y,2019/02/11 15:30:05+00,Feb 11 2019  3,1-08,1-08,F,2,Belair-Edison,5929 061,4340 SHAMROCK AVE
1435959.13039371,605355.179304898,195914,5930,006,USE2021-50628,Y,2021/02/23 00:00:00+00,Feb 23 2021 12,1-07,1-08,F,2,Belair-Edison,5930 006,4251 NICHOLAS AVE
1435906.23417406,605408.223818228,195919,5930,011,USE2024-57267,Y,2025/04/25 00:00:00+00,Apr 25 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,F,2,Belair-Edison,5930 011,4241 NICHOLAS AVE
1435821.52961905,605493.164921314,195927,5930,019,USE2023-53735,Y,2023/12/08 00:00:00+00,Dec  8 2023 12,1-08,1-08,F,2,Belair-Edison,5930 019,4225 NICHOLAS AVE
1435736.41135097,605578.506286055,195935,5930,027,USE2016-00775,Y,2016/05/10 00:00:00+00,May 10 2016 12,VAC,SF,F,2,Belair-Edison,5930 027,4209 NICHOLAS AVE
1435692.62600547,605624.563936725,195939,5930,031,USE2024-51162,Y,2024/03/12 00:00:00+00,Mar 12 2024 12,1-08,1-08,F,2,Belair-Edison,5930 031,4201 NICHOLAS AVE
1435650.14085422,605675.220331475,195942,5930,034,USE2024-55556,Y,2024/10/24 00:00:00+00,Oct 24 2024 12,1-08,1-08,F,2,Belair-Edison,5930 034,4331 BELAIR ROAD
1435638.18024822,605665.695744231,195943,5930,035,USE2024-54862,Y,2024/10/21 00:00:00+00,Oct 21 2024 12,1-08,1-07,F,2,Belair-Edison,5930 035,4329 BELAIR ROAD
